No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
98,RF mielografi lumbosakral,Permintaan & Hasil,24974-8,RF Lumbar spine Views W contrast IT,Views^W contrast IT,Find,Pt,Abdomen>Spine.lumbar,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
99,RF mielografi servikal & lumbal,Permintaan & Hasil,38103-8,RF Spine Cervical and Spine Lumbar Views W contrast IT,Views^W contrast IT,Find,Pt,Neck>Spine.cervical & Abdomen>Spine.lumbar,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
100,RF mielografi torakal,Permintaan & Hasil,24985-4,RF Thoracic spine Views W contrast IT,Views^W contrast IT,Find,Pt,Chest>Spine.thoracic,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
101,RF OMD kontras,Permintaan & Hasil,42459-8,RF Gastrointestinal tract upper Views W contrast PO,Views^W contrast PO,Find,Pt,Abdomen>Gastrointestinal tract.upper,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
102,"RF pemasangan tabung gastrointestinal panjang (seperti Miller-Abbott), termasuk fluoroskopi dan film multipel,",Permintaan & Hasil,86413-2,RF Guidance for placement of long feeding tube in Gastrointestinal tract,Guidance for placement of long feeding tube,Find,Pt,Abdomen+Pelvis>Gastrointestinal tract,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
103,RF rectografi,Permintaan & Hasil,86409-0,RF Rectum Views for rectal dysfunction W barium contrast PR,Views for rectal dysfunction^W barium contrast PR,Find,Pt,Pelvis>Rectum,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
104,RF RPG (Retrograde Pyelography) dengan kontras retrograde,Permintaan & Hasil,86388-6,RF Kidney and Ureter and Urinary bladder Views W contrast retrograde,Views^W contrast retrograde,Find,Pt,Abdomen>Kidney & Abdomen+Pelvis>Ureter & Pelvis>Urinary bladder,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
105,RF sialografi,Permintaan & Hasil,24902-9,RF Salivary gland Views W contrast intra salivary duct,Views^W contrast intra salivary duct,Find,Pt,Head>Salivary gland,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
106,RF sialografi bilateral,Permintaan & Hasil,26067-9,RF Salivary gland - bilateral Views W contrast intra salivary duct,Views^W contrast intra salivary duct,Find,Pt,Head>Salivary gland.bilateral,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
107,RF sinus fistula atau abses dengan kontras intra sinus,Permintaan & Hasil,24912-8,RF Sinus tract Views W contrast intra sinus tract,Views^W contrast intra sinus tract,Find,Pt,XXX>Sinus tract,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
108,RF sisternografi kontras IT,Permintaan & Hasil,86398-5,RF Cerebral cisterns Views W contrast IT,Views^W contrast IT,Find,Pt,Head+Neck>Cerebral cisterns,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
109,RF sistografi kontras suprapubik,Permintaan & Hasil,37569-1,RF Urinary bladder Views W contrast via suprapubic tube,Views^W contrast via suprapubic tube,Find,Pt,Pelvis>Urinary bladder,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
110,RF sonde uterus,Permintaan & Hasil,25022-5,RF Uterus and Fallopian tubes Views W contrast IU,Views^W contrast IU,Find,Pt,Pelvis>Uterus+Fallopian tubes,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
111,RF studi kista renal,Permintaan & Hasil,65799-9,RF Kidney - bilateral Single view for cyst,View for cyst,Find,Pt,Abdomen>Kidney.bilateral,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
112,RF traktus sinus,Permintaan & Hasil,24912-8,RF Sinus tract Views W contrast intra sinus tract,Views^W contrast intra sinus tract,Find,Pt,XXX>Sinus tract,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
113,RF urethrografi,Permintaan & Hasil,25016-7,RF Urethra Views W contrast intra urethra,Views^W contrast intra urethra,Find,Pt,Pelvis>Urethra,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
114,RF uretrosistografi retrograd,Permintaan & Hasil,25020-9,RF Urinary bladder and Urethra Views W contrast retrograde via urethra,Views^W contrast retrograde via urethra,Find,Pt,Pelvis>Urinary bladder+Urethra,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
115,RF usus halus melalui tabung enteroklisis,Permintaan & Hasil,24923-5,RF Small bowel Views W positive contrast via enteroclysis tube,Views^W positive contrast via enteroclysis tube,Find,Pt,Abdomen>Small bowel,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
116,RF vaginogram,Permintaan & Hasil,75853-2,RF Vagina Views W contrast VG,Views^W contrast VG,Find,Pt,Pelvis>Vagina,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
117,RF vasografi,Permintaan & Hasil,39151-6,RF Vas deferens Views W contrast intra vas deferens,Views^W contrast intra vas deferens,Find,Pt,Pelvis>Vas deferens,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
118,RF ventrikulografi jantung,Permintaan & Hasil,X099261,RF ventrikulografi jantung,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
119,"RF vertebroplasty lumbal perkutan dengan pedoman fluoroskopi,",Permintaan & Hasil,70924-6,RF Guidance for percutaneous vertebroplasty of Lumbar spine,Guidance for percutaneous vertebroplasty,Find,Pt,Abdomen>Spine.lumbar,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
120,"RF vertebroplasty servikal perkutan dengan pedoman fluoroskopi,",Permintaan & Hasil,70923-8,RF Guidance for percutaneous vertebroplasty of Cervical spine,Guidance for percutaneous vertebroplasty,Find,Pt,Neck>Spine.cervical,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
121,"RF vertebroplasty thorakal perkutan dengan pedoman fluoroskopi,",Permintaan & Hasil,70925-3,RF Guidance for percutaneous vertebroplasty of Thoracic spine,Guidance for percutaneous vertebroplasty,Find,Pt,Chest>Spine.thoracic,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
122,RF vesikulogram,Permintaan & Hasil,86440-5,RF Seminal vesicle Views W contrast intra seminal vesicle,Views^W contrast intra seminal vesicle,Find,Pt,Pelvis>Seminal vesicle,Doc,RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
123,RFA aorta abdominal dengan iliofemoral ekstremitas bawah bilateral dengan kontras IA,Permintaan & Hasil,30838-7,RFA Aorta and Femoral artery - bilateral Runoff W contrast IA,Views runoff^W contrast IA,Find,Pt,Chest>Aorta.thoracic & Abdomen>Aorta.abdominal & Lower extremity.bilateral>Femoral artery,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
124,RFA aorta abdominal dengan kontras IA,Permintaan & Hasil,30837-9,RFA Abdominal Aorta Views W contrast IA,Views^W contrast IA,Find,Pt,Abdomen>Aorta.abdominal,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
125,RFA aorta thorakal dengan kontras IA,Permintaan & Hasil,86394-4,RFA Thoracic Aorta Views W contrast IA,Views^W contrast IA,Find,Pt,Chest>Aorta.thoracic,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
126,RFA arteri ginjal bilateral dengan kontras IA,Permintaan & Hasil,30834-6,RFA Renal artery - bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Abdomen>Renal artery.bilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
127,RFA arteri ginjal unilateral dengan kontras IA,Permintaan & Hasil,86414-0,RFA Renal arteries - unilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Abdomen>Renal arteries.unilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
128,RFA arteri karotis bilateral dan arteri serebral bilateral dengan kontras IA,Permintaan & Hasil,39097-1,RFA Carotid artery - bilateral and Cerebral artery - bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery.bilateral & Head>Cerebral artery.bilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
129,RFA arteri karotis cervical bilateral dengan kontras IA,Permintaan & Hasil,39098-9,RFA Carotid artery.cervical.bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Neck>Carotid artery.cervical.bilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
130,RFA arteri karotis cervical kanan dengan kontras IA,Permintaan & Hasil,37945-3,RFA Carotid artery.cervical - right Views W contrast IA,Views^W contrast IA,Find,Pt,Neck>Carotid artery.cervical.right,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
131,RFA arteri karotis cervical kiri dengan kontras IA,Permintaan & Hasil,38863-7,RFA Carotid artery.cervical - left Views W contrast IA,Views^W contrast IA,Find,Pt,Neck>Carotid artery.cervical.left,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
132,RFA arteri karotis dan arteri serebral kanan dengan kontras IA,Permintaan & Hasil,37944-6,RFA Carotid artery and Cerebral artery - right Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery & Head>Cerebral artery.right,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
133,RFA arteri karotis dan arteri serebral kiri dengan kontras IA,Permintaan & Hasil,38862-9,RFA Carotid artery and Cerebral artery - left Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery & Head>Cerebral artery.left,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
134,RFA arteri karotis eksterna bilateral dengan kontras IA,Permintaan & Hasil,30820-5,RFA Carotid artery.external - bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery.external.bilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
135,RFA arteri karotis eksterna kanan dengan kontras IA,Permintaan & Hasil,37948-7,RFA Carotid artery.external - right Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery.external.right,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
136,RFA arteri karotis eksterna kiri dengan kontras IA,Permintaan & Hasil,37390-2,RFA Carotid artery.external - left Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery.external.left,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
137,RFA arteri mammaria dengan kontras IA,Permintaan & Hasil,30829-6,RFA Internal thoracic artery Views W contrast IA,Views^W contrast IA,Find,Pt,Chest>Internal thoracic artery,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
138,RFA arteri pulmonal bilateral dengan kontras IA,Permintaan & Hasil,30830-4,RFA Pulmonary artery - bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Chest>Pulmonary arteries.bilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
139,RFA arteri pulmonal unilateral dengan kontras,Permintaan & Hasil,86418-1,RFA Pulmonary arteries - unilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Chest>Pulmonary arteries.unilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
140,RFA arteri servikoserebral dengan kontras IA,Permintaan & Hasil,30824-7,RFA Intercranial vessel and Neck Vessel Views W contrast,Views^W contrast,Find,Pt,Head>Intracranial vessel & Neck>Neck vessel,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
141,RFA arteri vertebra cervical dan/atau intrakranial dengan kontras,Permintaan & Hasil,30824-7,RFA Intercranial vessel and Neck Vessel Views W contrast,Views^W contrast,Find,Pt,Head>Intracranial vessel & Neck>Neck vessel,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
142,RFA guidance penempatan filter fena pada vena cava inferior,Permintaan & Hasil,25026-6,RFA Guidance for placement of venous filter in Inferior vena cava-- W contrast IV,Guidance for placement of venous filter^W contrast IV,Find,Pt,Abdomen>Vena cava.inferior,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
143,RFA pembuluh darah adrenal bilateral,Permintaan & Hasil,86461-1,RFA Adrenal vessel Views,Views,Find,Pt,Abdomen>Adrenal vessel,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
144,RFA pembuluh darah adrenal unilateral,Permintaan & Hasil,86461-1,RFA Adrenal vessel Views,Views,Find,Pt,Abdomen>Adrenal vessel,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
145,RFA pembuluh darah ekstremitas bilateral dengan kontras IV,Permintaan & Hasil,42157-8,RFA Extremity vessels Views W contrast IV,Views^W contrast IV,Find,Pt,Extremity>Extremity vessels,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
146,RFA pembuluh darah ekstremitas unilateral dengan kontras IV,Permintaan & Hasil,94095-7,RFA Extremity vessels Unilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Extremity.unilateral>Extremity vessels,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
147,RFA pembuluh darah ginjal,Permintaan & Hasil,37640-0,RFA Renal vessels Views W contrast,Views^W contrast,Find,Pt,Abdomen>Renal vessels,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
148,RFA pembuluh darah ginjal bilateral dengan kontras,Permintaan & Hasil,37640-0,RFA Renal vessels Views W contrast,Views^W contrast,Find,Pt,Abdomen>Renal vessels,Doc,RF.angio,,http://loinc.org,17373004,Both kidneys,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
149,RFA pembuluh darah limfatik ekstremitas bilateral dengan kontras intra lymphatic,Permintaan & Hasil,30851-0,RFA Extremity lymphatic vessels - bilateral Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Extremity.bilateral>Extremity lymphatic vessels,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
150,RFA pembuluh darah limfatik ekstremitas kanan dengan kontras intra lymphatic,Permintaan & Hasil,38812-4,RFA Extremity lymphatic vessels - right Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Extremity.right>Extremity lymphatic vessels,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
151,RFA pembuluh darah limfatik ekstremitas kiri dengan kontras intra lymphatic,Permintaan & Hasil,37599-8,RFA Extremity lymphatic vessels - left Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Extremity.left>Extremity lymphatic vessels,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
152,RFA pembuluh darah limfatik pelvis dan abdomen bilateral dengan kontras intra lymphatic,Permintaan & Hasil,37598-0,RFA Abdominal and pelvic lymphatic vessels - bilateral Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Abdomen>Abdominal lymphatic vessels.bilateral & Pelvis>Pelvic lymphatic vessels.bilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
153,RFA pembuluh darah limfatik pelvis dan abdomen kanan dengan kontras intra lymphatic,Permintaan & Hasil,38811-6,RFA Abdominal and pelvic lymphatic vessels - right Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Abdomen>Abdominal lymphatic vessels.right & Pelvis>Pelvic lymphatic vessels.right,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
154,RFA pembuluh darah limfatik pelvis dan abdomen kiri dengan kontras intra lymphatic,Permintaan & Hasil,37596-4,RFA Abdominal and pelvic lymphatic vessels - left Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Abdomen>Abdominal lymphatic vessels.left & Pelvis>Pelvic lymphatic vessels.left,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
155,RFA pembuluh darah pelvis dengan kontras,Permintaan & Hasil,37615-2,RFA Pelvis vessels Views W contrast,Views^W contrast,Find,Pt,Pelvis>Pelvis vessels,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
156,RFA pembuluh darah renal kanan,Permintaan & Hasil,64141-5,RFA Renal vessels - right Views W contrast,Views^W contrast,Find,Pt,Abdomen>Renal vessels.right,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
157,RFA pembuluh darah renal kiri,Permintaan & Hasil,64140-7,RFA Renal vessels - left Views W contrast,Views^W contrast,Find,Pt,Abdomen>Renal vessels.left,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
158,RFA pembuluh darah spinal,Permintaan & Hasil,86460-3,RFA Spine vessel Views,Views,Find,Pt,XXX>Spine vessel,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
159,RFA pembuluh darah viseral dengan kontras,Permintaan & Hasil,37981-8,RFA Visceral vessels Views W contrast,Views^W contrast,Find,Pt,XXX>Visceral vessels,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
160,RFA percutaneous transhepatic portography dengan kontras transhepatic,Permintaan & Hasil,30841-1,RFA Portal vein Views W contrast transhepatic,Views^W contrast transhepatic,Find,Pt,Abdomen>Portal vein,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
161,RFA peritoneogram,Permintaan & Hasil,30816-3,RFA Peritoneum Views W contrast percutaneous intraperitoneal,Views^W contrast percutaneous intraperitoneal,Find,Pt,Abdomen>Peritoneum,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
162,RFA splenoportografi dengan kontras IA,Permintaan & Hasil,24991-2,RFA Splenic vein and Portal vein Views W contrast IA,Views^W contrast IA,Find,Pt,Abdomen>Splenic vein+Portal vein,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
163,RFA terapi transkateter infus dengan kontras melalui kateter,Permintaan & Hasil,94094-0,RFA Unspecified body region Limited Views for therapy or embolization or infusion W contrast via existing catheter,Views limited for therapy or embolization or infusion^W contrast via existing catheter,Find,Pt,XXX,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
164,RFA vena adrenal bilateral dengan kontras IV,Permintaan & Hasil,30844-5,RFA Adrenal vein - bilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Adrenal vein.bilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
165,RFA vena adrenal kanan dengan kontras IV,Permintaan & Hasil,37940-4,RFA Adrenal vein - right Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Adrenal vein.right,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
166,RFA vena adrenal kiri dengan kontras IV,Permintaan & Hasil,37602-0,RFA Adrenal vein - left Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Adrenal vein.left,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
167,RFA vena cava inferior dengan kontras IV,Permintaan & Hasil,30845-2,RFA Inferior vena cava Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Vena cava.inferior,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
168,RFA vena cava superior dengan kontras IV,Permintaan & Hasil,30645-6,RFA Superior vena cava Views W contrast IV,Views^W contrast IV,Find,Pt,Chest>Vena cava.superior,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
169,RFA vena ekstremitas bilateral dengan kontras IV,Permintaan & Hasil,37412-4,RFA Extremity veins - bilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Extremity.bilateral>Extremity veins,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
170,RFA vena ekstremitas unilateral dengan kontras IV,Permintaan & Hasil,86396-9,RFA Extremity veins - unilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Extremity.unilateral>Extremity veins,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
171,RFA vena epidural dengan kontras IV,Permintaan & Hasil,30819-7,RFA Epidural veins Views W contrast IV,Views^W contrast IV,Find,Pt,XXX>Epidural veins,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
172,RFA vena ginjal bilateral dengan kontras IV,Permintaan & Hasil,30846-0,RFA Renal vein - bilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Renal vein.bilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
173,RFA vena ginjal unilateral dengan kontras IV,Permintaan & Hasil,86415-7,RFA Renal vein - unilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Renal vein.unilateral,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
174,RFA vena hepatik evaluasi hemodinamik dengan kontras IV,Permintaan & Hasil,39096-3,RFA Hepatic veins Views for hemodynamics W contrast IV,Views for hemodynamics^W contrast IV,Find,Pt,Abdomen>Hepatic veins,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
175,RFA vena hepatik tanpa evaluasi hemodinamik dengan kontras IV,Permintaan & Hasil,39093-0,RFA Hepatic veins Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Hepatic veins,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
176,RFA vena orbita dengan kontras IV,Permintaan & Hasil,30825-4,RFA Orbit veins Views W contrast IV,Views^W contrast IV,Find,Pt,Head>Orbit veins,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
177,RFA vena sinus sagitalis superior dengan kontras IV,Permintaan & Hasil,37195-5,RFA Cerebral vein Views W contrast IV,Views^W contrast IV,Find,Pt,Head>Cerebral vein,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
178,RFA vena sinus venosus (petrosus dan sagital inferior) atau jugular dengan kontras IV,Permintaan & Hasil,37969-3,RFA Sinus vein Views W contrast IV,Views^W contrast IV,Find,Pt,Head>Sinus vein,Doc,RF.angio,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
179,Splintography,Permintaan & Hasil,RD0993108,Splintography,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,,,15/11/2023,17/01/2024
180,Spot fluoroscopic,Permintaan & Hasil,RD0993109,Spot fluoroscopic,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,,,15/11/2023,17/01/2024
181,Urethrocystogram bipolar,Permintaan & Hasil,25020-9,RF Urinary bladder and Urethra Views W contrast retrograde via urethra,Views^W contrast retrograde via urethra,Find,Pt,Pelvis>Urinary bladder+Urethra,Doc,RF,,http://loinc.org,,,,1.0o,2.64,,,15/11/2023,17/01/2024
182,Urethrography pericatheter,Permintaan & Hasil,25016-7,RF Urethra Views W contrast intra urethra,Views^W contrast intra urethra,Find,Pt,Pelvis>Urethra,Doc,RF,,http://loinc.org,,,,1.0o,2.64,,,15/11/2023,17/01/2024
183,Videofluoroscopic Swallow Study (VFSS),Permintaan & Hasil,86395-1,RF videography Hypopharynx and Esophagus Views for swallowing function W speech and W barium contrast PO,Views for swallowing function^W speech+W barium contrast PO,Find,Pt,Neck>Hypopharynx & Chest>Esophagus,Doc,RF.video,,http://loinc.org,,,,2.61,2.71,,,15/11/2023,17/01/2024
184,Videofluoroscopic Swallow Study (VFSS),Permintaan & Hasil,24682-7,RF videography Hypopharynx and Esophagus Views W liquid and paste contrast PO during swallowing,Views^W liquid contrast PO+W paste contrast PO+during swallowing,Find,Pt,Neck>Hypopharynx & Chest>Esophagus,Doc,RF.video,,http://loinc.org,,,,1.0o,2.64,,,15/11/2023,17/01/2024
185,Videofluoroscopic Swallow Study (VFSS) dengan kontras,Permintaan & Hasil,RD0993146,Videofluoroscopic Swallow Study (VFSS) dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,,,15/11/2023,17/01/2024
186,Videofluoroscopic Swallow Study (VFSS) tanpa kontras,Permintaan & Hasil,24681-9,RF videography Hypopharynx and Esophagus Views,Views^W contrast PO+during swallowing,Find,Pt,Neck>Hypopharynx & Chest>Esophagus,Doc,RF.video,,http://loinc.org,,,,1.0o,2.64,,,15/11/2023,17/01/2024
187,Voiding Cystourethrogram (VCUG),Permintaan & Hasil,43559-4,RF Urinary bladder and Urethra Views W contrast intra bladder during voiding,Views^W contrast intra bladder+during voiding,Find,Pt,Pelvis>Urinary bladder+Urethra,Doc,RF,,http://loinc.org,,,,2.17,2.73,,,15/11/2023,17/01/2024
