No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
108,MR cubiti bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993004,MR cubiti bilateral nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Upper extremity.bilateral>Elbow,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
109,MR cubiti dengan kontras + anestesi,Permintaan & Hasil ,RD0993147,MR cubiti dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
110,MR cubiti dengan kontras IV,Permintaan & Hasil ,36158-4,MR Elbow W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Elbow,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
111,MR cubiti kanan dengan kontras + anestesi,Permintaan & Hasil ,RD0993363,MR cubiti kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
112,MR cubiti kanan dengan kontras IV,Permintaan & Hasil ,36162-6,MR Elbow - right W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.right>Elbow,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
113,MR cubiti kiri dengan kontras  + anestesi,Permintaan & Hasil ,RD0993364,MR cubiti kiri dengan kontras  + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
114,MR cubiti kiri dengan kontras IV,Permintaan & Hasil ,36160-0,MR Elbow - left W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.left>Elbow,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
115,MR cubiti nonkontras,Permintaan & Hasil,30796-7,MR Elbow WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Elbow,Doc,MR,,http://loinc.org,,,,2.04,2.61,1.0,1.1,15/11/2023,17/01/2024
116,MR cubiti nonkontras dengan anestesi,Permintaan & Hasil,RD0993005,MR cubiti nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
117,MR cysternography dengan kontras IV,Permintaan & Hasil,RD0992929,MR cysternography dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
118,MR cysternography dengan kontras IV + anestesi,Permintaan & Hasil,RD0992930,MR cysternography dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
119,MR cysternography nonkontras,Permintaan & Hasil,RD0993006,MR cysternography nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
120,MR cysternography nonkontras dengan anestesi,Permintaan & Hasil,RD0993007,MR cysternography nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
121,MR defekografi,Permintaan & Hasil,72245-4,MR Pelvis Defecography W contrast PR,Multisection^W contrast PR+at rest+maximal sphincter contraction+during straining+during defecation,Find,Pt,Pelvis,Doc,MR,,http://loinc.org,,,,2.42,2.64,1.0,1.1,15/11/2023,17/01/2024
122,MR defekografi dengan anestesi,Permintaan & Hasil,RD0992919,MR defekografi dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
123,MR dinamik multifase abdomen atas dengan kontras,Permintaan & Hasil ,RD0993184,MR dinamik multifase abdomen atas dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
124,MR dinamik multifase abdomen atas dengan kontras + anestesi,Permintaan & Hasil ,RD0993185,MR dinamik multifase abdomen atas dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
125,MR dinamik multifase abdomen atas dengan kontras + anestesi + MRCP ,Permintaan & Hasil ,RD0993187,MR dinamik multifase abdomen atas dengan kontras + anestesi + MRCP ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
126,MR dinamik multifase abdomen atas dengan kontras + MRCP ,Permintaan & Hasil ,RD0993186,MR dinamik multifase abdomen atas dengan kontras + MRCP ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
127,MR dinamik multiparametrik payudara dengan kontras,Permintaan & Hasil ,RD0993178,MR dinamik multiparametrik payudara dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
128,MR dinamik multiparametrik payudara dengan kontras + anestesi,Permintaan & Hasil ,RD0993179,MR dinamik multiparametrik payudara dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
129,MR dinamik multiparametrik prostat dengan kontras + anestesi,Permintaan & Hasil ,RD0993191,MR dinamik multiparametrik prostat dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
130,MR dinamik multiparametrik prostat dengan kontras IV,Permintaan & Hasil ,36389-5,MR Prostate WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Pelvis>Prostate,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
131,MR dobutamine stress,Permintaan & Hasil ,RD0993430,MR dobutamine stress,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
132,MR DTI kontras,Permintaan & Hasil,X099251,MR DTI kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,13/02/2023,13/02/2023
133,MR DTI nonkontras,Permintaan & Hasil,X099252,MR DTI nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,13/02/2023,13/02/2023
134,MR DTI pleksus lumbal nonkontras,Permintaan & Hasil,RD0993008,MR DTI pleksus lumbal nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
135,MR DTI pleksus lumbal nonkontras dengan anestesi,Permintaan & Hasil,RD0993009,MR DTI pleksus lumbal nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
136,MR DTI plexus brachialis nonkontras,Permintaan & Hasil,RD0993010,MR DTI plexus brachialis nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
137,MR DTI plexus brachialis nonkontras dengan anestesi,Permintaan & Hasil,RD0993011,MR DTI plexus brachialis nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
138,MR ekstremitas atas dengan kontras IV,Permintaan & Hasil,39037-7,MR Upper extremity W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
139,MR ekstremitas atas nonkontras,Permintaan & Hasil,39033-6,MR Upper extremity WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
140,MR ekstremitas atas nonkontras diikuti dengan kontras IV,Permintaan & Hasil,39034-4,MR Upper extremity WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Upper extremity,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
141,MR ekstremitas bawah dengan kontras IV,Permintaan & Hasil,39293-6,MR Lower extremity W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
142,MR ekstremitas bawah nonkontras,Permintaan & Hasil,39292-8,MR Lower extremity WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
143,MR ekstremitas bawah nonkontras diikuti dengan kontras IV,Permintaan & Hasil,39291-0,MR Lower extremity WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Lower extremity,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
144,MR elastografi liver,Permintaan & Hasil,X099279,MR Elastografi Liver,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
145,MR elastografi payudara,Permintaan & Hasil,X099280,MR Elastografi Payudara,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
146,MR enterografi,Permintaan & Hasil,72247-0,MR Abdomen and Pelvis W contrast PO and WO contrast IV,,Multisection^W contrast PO+WO contrast IV,Find,Pt,Abdomen+Pelvis,Doc,MR,,http://loinc.org,,,2.42,2.61,1.0,1.1,13/02/2023,15/11/2023
147,MR enterography dengan kontras,Permintaan & Hasil ,72246-2,MR Abdomen and Pelvis W contrast PO and WO and W contrast IV,Multisection^W contrast PO+WO & W contrast IV,Find,Pt,Abdomen+Pelvis,Doc,MR,,http://loinc.org,,,,2.42,2.61,1.0,1.2,06/05/2024,06/05/2024
148,MR enterography dengan kontras + anestesi,Permintaan & Hasil ,RD0993195,MR enterography dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
149,MR enterography nonkontras,Permintaan & Hasil,80501-0,MR Small bowel W contrast PO and WO contrast IV,Multisection^W contrast PO+WO contrast IV,Find,Pt,Abdomen>Small bowel,Doc,MR,,http://loinc.org,,,,2.56,2.61,1.0,1.1,15/11/2023,17/01/2024
150,MR enterography nonkontras dengan anestesi,Permintaan & Hasil,RD0993012,MR enterography nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
151,MR femur bilateral dengan kontras,Permintaan & Hasil ,26196-6,MR Thigh - bilateral WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Lower extremity.bilateral>Thigh,Doc,MR,,http://loinc.org,,,,2,2.61,1.0,1.2,06/05/2024,06/05/2024
152,MR femur bilateral dengan kontras + anestesi,Permintaan & Hasil ,RD0993159,MR femur bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
153,MR femur bilateral nonkontras,Permintaan & Hasil,69173-3,MR Femur - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.bilateral>Femur,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
154,MR femur bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993013,MR femur bilateral nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Lower extremity.bilateral>Femur,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
155,MR femur dengan kontras ,Permintaan & Hasil ,36173-3,MR Thigh W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity>Thigh,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
156,MR femur dengan kontras + anestesi,Permintaan & Hasil ,RD0993158,MR femur dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
157,MR femur kanan dengan kontras ,Permintaan & Hasil ,36177-4,MR Thigh - right W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.right>Thigh,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
158,MR femur kanan dengan kontras + anestesi,Permintaan & Hasil ,RD0993375,MR femur kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
159,MR femur kiri dengan kontras ,Permintaan & Hasil ,36175-8,MR Thigh - left W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.left>Thigh,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
160,MR femur kiri dengan kontras + anestesi,Permintaan & Hasil ,RD0993376,MR femur kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
161,MR femur nonkontras,Permintaan & Hasil,36461-2,MR Thigh WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Thigh,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
162,MR femur nonkontras dengan anestesi,Permintaan & Hasil,RD0993014,MR femur nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Lower extremity>Thigh,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
163,MR fetal,Permintaan & Hasil,35990-1,MR Fetal,Multisection,Find,Pt,Fetus,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,13/02/2023,15/11/2023
164,MR fetus nonkontras,Permintaan & Hasil,35990-1,MR Fetal,Multisection,Find,Pt,^Fetus,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
165,MR fetus nonkontras dengan anestesi,Permintaan & Hasil,RD0993015,MR fetus nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
166,MR fistula perianal dengan kontras,Permintaan & Hasil ,RD0993197,MR fistula perianal dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
167,MR fistula perianal dengan kontras + anestesi,Permintaan & Hasil ,RD0993198,MR fistula perianal dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
168,MR fistula perianal nonkontras,Permintaan & Hasil,RD0993016,MR fistula perianal nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
169,MR fistula perianal nonkontras dengan anestesi,Permintaan & Hasil,RD0993017,MR fistula perianal nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
170,MR functional brain nonkontras,Permintaan & Hasil,58748-5,Functional MR Brain,Multisection,Find,Pt,Head>Brain,Doc,MR.functional,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
171,MR genu bilateral dengan kontras ,Permintaan & Hasil ,36224-4,MR Knee - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.bilateral>Knee,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
172,MR genu bilateral dengan kontras + anestesi,Permintaan & Hasil ,RD0993161,MR genu bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
173,MR genu bilateral nonkontras,Permintaan & Hasil,36506-4,MR Knee - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.bilateral>Knee,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
174,MR genu bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993018,MR genu bilateral nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Lower extremity.bilateral>Knee,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
175,MR genu cartigram,Permintaan & Hasil,24802-1,MR Knee,Multisection,Find,Pt,Lower extremity>Knee,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
176,MR genu dengan kontras ,Permintaan & Hasil ,36223-6,MR Knee W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity>Knee,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
177,MR genu dengan kontras + anestesi,Permintaan & Hasil ,RD0993160,MR genu dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
178,MR genu kanan dengan kontras ,Permintaan & Hasil ,36228-5,MR Knee - right W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.right>Knee,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
179,MR genu kanan dengan kontras + anestesi,Permintaan & Hasil ,RD0993377,MR genu kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
180,MR genu kiri dengan kontras ,Permintaan & Hasil ,36226-9,MR Knee - left W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.left>Knee,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
181,MR genu kiri dengan kontras + anestesi,Permintaan & Hasil ,RD0993378,MR genu kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
182,MR genu nonkontras,Permintaan & Hasil,30691-0,MR Knee WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Knee,Doc,MR,,http://loinc.org,,,,2.04,2.61,1.0,1.1,15/11/2023,17/01/2024
183,MR genu nonkontras dengan anestesi,Permintaan & Hasil,RD0993019,MR genu nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Lower extremity>Knee,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
184,MR guidance untuk penempatan jarum,Permintaan & Hasil,39028-6,MR Guidance for needle localization of Unspecified body region,Guidance for needle localization,Find,Pt,XXX,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
185,MR hepar fat fraction,Permintaan & Hasil,RD0992920,MR hepar fat fraction,Multisection^WO contrast,Find,Pt,Abdomen>Liver,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,2.04,1.0,1.1,15/11/2023,17/01/2024
186,MR hepar fat fraction dengan anestesi,Permintaan & Hasil,RD0992921,MR hepar fat fraction dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
187,MR hepatobiliaris abdomen atas dengan kontras,Permintaan & Hasil ,RD0993199,MR hepatobiliaris abdomen atas dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
188,MR hepatobiliaris abdomen atas dengan kontras + anestesi,Permintaan & Hasil ,RD0993200,MR hepatobiliaris abdomen atas dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
189,MR hepatobiliaris abdomen lengkap dengan kontras,Permintaan & Hasil ,RD0993201,MR hepatobiliaris abdomen lengkap dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
190,MR hepatobiliaris abdomen lengkap dengan kontras + anestesi,Permintaan & Hasil ,RD0993202,MR hepatobiliaris abdomen lengkap dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
191,MR hipofisis dengan kontras dinamik,Permintaan & Hasil,RD0992931,MR hipofisis dengan kontras dinamik,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
192,MR hipofisis dengan kontras dinamik + anestesi,Permintaan & Hasil,RD0992932,MR hipofisis dengan kontras dinamik + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
193,MR hipofisis dynamic dengan kontras IV,Permintaan & Hasil,36238-4,MR Pituitary and Sella turcica W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Pituitary+Sella turcica,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
194,MR hipofisis dynamic nonkontras,Permintaan & Hasil,30666-2,MR Pituitary and Sella turcica WO contrast,Multisection^WO contrast,Find,Pt,Head>Pituitary+Sella turcica,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
195,MR humerus bilateral dengan kontras IV,Permintaan & Hasil,69180-8,MR Upper arm - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Upper arm,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
196,MR humerus bilateral dengan kontras IV + anestesi,Permintaan & Hasil,RD0992933,MR humerus bilateral dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
197,MR humerus bilateral nonkontras,Permintaan & Hasil,69183-2,MR Upper arm - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.bilateral>Upper arm,Doc,MR,,http://loinc.org,181923006,Entire humerus,http://snomed.info/sct,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
198,MR humerus bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993020,MR humerus bilateral nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
199,MR humerus dengan kontras IV,Permintaan & Hasil,36208-7,MR Upper arm W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Upper arm,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
200,MR humerus dengan kontras IV anestesi,Permintaan & Hasil,RD0992934,MR humerus dengan kontras IV anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
201,MR humerus nonkontras,Permintaan & Hasil,30689-4,MR Upper arm WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Upper arm,Doc,MR,,http://loinc.org,181923006,Entire humerus,http://snomed.info/sct,2.04,2.61,1.0,1.1,15/11/2023,17/01/2024
202,MR humerus nonkontras dengan anestesi,Permintaan & Hasil,RD0993021,MR humerus nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
203,MR jantung terbatas,Permintaan & Hasil,36091-7,MR Heart limited,Multisection limited,Find,Pt,Chest>Heart,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
204,MR kaki bilateral nonkontras,Permintaan & Hasil,69164-2,MR Ankle - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.bilateral>Ankle,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
205,MR koklea + DTI nonkontras dengan anestesi,Permintaan & Hasil,RD0993022,MR koklea + DTI nonkontras dengan anestesi,Multisection^WO contrast W anesthesia + DTI ,Find,Pt,Head>Cochlea,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
206,MR koklea dengan kontras IV + DTI,Permintaan & Hasil,RD0992935,MR koklea dengan kontras IV + DTI,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
207,MR koklea dengan kontras IV + DTI dengan anestesi,Permintaan & Hasil,RD0992936,MR koklea dengan kontras IV + DTI dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
208,MR kontras nervus kranial nonkontras,Permintaan & Hasil,RD0993029,MR kontras nervus kranial nonkontras,Multisection,Find,Pt,Head>Nerves.cranial,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
209,MR laring kontras IV,Permintaan & Hasil,36230-1,MR Larynx W contrast IV,Multisection^W contrast IV,Find,Pt,Head+Neck>Larynx,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
210,MR laring nonkontras,Permintaan & Hasil,48445-1,MR Larynx WO contrast,Multisection^WO contrast,Find,Pt,Head+Neck>Larynx,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
211,MR leher (faring-laring) dengan kontras IV,Permintaan & Hasil,24841-9,MR Neck W contrast IV,Multisection^W contrast IV,Find,Pt,Neck,Doc,MR,,http://loinc.org,,,,1.0o,2.61,1.0,1.1,15/11/2023,17/01/2024
212,MR leher (faring-laring) dengan kontras IV +  anestesi,Permintaan & Hasil,RD0992937,MR leher (faring-laring) dengan kontras IV +  anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
213,MR leher (faring-laring) nonkontras dengan anestesi,Permintaan & Hasil,RD0993023,MR leher (faring-laring) nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,Find,Pt,Head+Neck>pharynx&larynx,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
214,MR leher (neck soft tissue) kontras IV,Permintaan & Hasil,24841-9,MR Neck W contrast IV,Multisection^W contrast IV,Find,Pt,Neck,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
215,MR leher (neck soft tissue) nonkontras,Permintaan & Hasil,30660-5,MR Neck WO contrast,Multisection^WO contrast,Find,Pt,Neck,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
216,MR leher pleksus brachialis dengan kontras IV,Permintaan & Hasil,36239-2,MR Brachial plexus W contrast IV,Multisection^W contrast IV,Find,Pt,Chest>Brachial plexus,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
217,MR leher pleksus brachialis dengan kontras IV + anestesi,Permintaan & Hasil,RD0992938,MR leher pleksus brachialis dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
218,MR leher pleksus brachialis nonkontras,Permintaan & Hasil,RD0993024,MR leher pleksus brachialis nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
