IDKategori,Nama Pemeriksaan ,Permintaan/Hasil,Code ,Long Common Name,Component,Property,Timing,System,Scale,Method,Class,Unit,Order/Observation,Code System,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date,
44,RF Esofagografi,Permintaan & Hasil,24678-5,RF Esophagus Views W contrast PO,Views^W contrast PO,Find,Pt,Chest>Esophagus,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF esofagus (esofagogram),Permintaan & Hasil,30633-2,RF Esophagus Views W barium contrast PO,Views^W barium contrast PO,Find,Pt,Chest>Esophagus,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Evaluasi faring dan bicara dinamik kompleks dengan cine atau rekaman video,Permintaan & Hasil,86395-1,RF videography Hypopharynx and Esophagus Views for swallowing function W speech and W barium contrast PO,Views for swallowing function^W speech+W barium contrast PO,Find,Pt,Neck>Hypopharynx & Chest>Esophagus,Doc,RF.video,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF faring dan esofagus servikal,Permintaan & Hasil,86410-8,RF Pharynx and Cervical esophagus Views W barium contrast PO,Views^W barium contrast PO,Find,Pt,Neck>Pharynx+Esophagus.cervical,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF fistulogram,Permintaan & Hasil,86437-1,RF Fistula Diagnostic W contrast intra fistula,Views diagnostic^W contrast intra fistula,Find,Pt,XXX>Fistula,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Fluoroscopy dengan durasi lebih dari 1 jam,Permintaan & Hasil,42702-1,RF Greater than 1 hour,View,Find,Gt 1H,XXX,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Fluoroskopi untuk lokalisasi jarum atau kateter vertebra untuk diagnostik atau terapetik,Permintaan & Hasil,39027-8,RF Guidance for needle localization of Unspecified body region,Guidance for needle localization,Find,Pt,XXX,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Fluoroskopi untuk mencari akses dan pemasangan kateter, penggantian kateter, atau pelepasan kateter;",Permintaan & Hasil,35912-5,RF Guidance for placement of catheter in Unspecified body region,Guidance for placement of catheter,Find,Pt,XXX,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Fluoroskopi untuk pemasangan jarum (contoh: biopsi, aspirasi, injeksi)",Permintaan & Hasil,86400-9,RF Guidance for placement of needle in Unspecified body region,Guidance for placement of needle,Find,Pt,XXX,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Followtrough,Permintaan & Hasil,43574-3,RF Upper gastrointestinal tract and Small bowel Views W barium contrast PO,Views^W barium contrast PO,Find,Pt,Abdomen>Gastrointestinal tract.upper+Small bowel,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Fungsi menelan, dengan cineradiografi/videoradiografi",Permintaan & Hasil,24681-9,RF videography Hypopharynx and Esophagus Views,Views^W contrast PO+during swallowing,Find,Pt,Neck>Hypopharynx & Chest>Esophagus,Doc,RF.video,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF genitografi,Permintaan & Hasil,X099259,RF genitografi,,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Guidance dilatasi nefrostomi, ureter, atau uretra; ",Permintaan & Hasil,88834-7,"RF Guidance for dilation of nephrostomy tract, ureter, or urethra",Guidance for dilation,Find,Pt,Abdomen>Kidney & Abdomen+Pelvis>Ureter & Pelvis>Urethra,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Guidance pelebaran esofagus ,Permintaan & Hasil,24680-1,RF Guidance for dilation of Esophagus,Guidance for dilation,Find,Pt,Chest>Esophagus,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF guidance pelebaran nefrostomi, ureter, atau uretra",Permintaan & Hasil,88834-7,"RF Guidance for dilation of nephrostomy tract, ureter, or urethra",Guidance for dilation,Find,Pt,Abdomen>Kidney & Abdomen+Pelvis>Ureter & Pelvis>Urethra,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF guidance pemasangan alat pacu jantung,Permintaan & Hasil,X099260,RF guidance pemasangan alat pacu jantung,,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF guidance pemasangan kateter intra pelvis renalis secara perkutan untuk injeksi atau drainase;,Permintaan & Hasil,24779-1,RF Guidance for percutaneous placement of nephrostomy tube of Kidney - bilateral-- W contrast via tube,Guidance for percutaneous placement of nephrostomy tube^W contrast via tube,Find,Pt,Abdomen>Kidney.bilateral,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF guidance pengangkatan batu duktus biliaris pasca operasi, perkutaneus melalui saluran T-tube, basket, atau snare (seperti, teknik Burhenne), ",Permintaan & Hasil,24570-4,RF Guidance for removal of calculus from Biliary duct common-- W contrast retrograde intra biliary,Guidance for removal of calculus^W contrast retrograde intra biliary,Find,Pt,Abdomen>Biliary duct.common,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Guidance pengangkatan benda asing esofagus,Permintaan & Hasil,30628-2,RF Guidance for removal of foreign body of Unspecified body region,Guidance for substance removal of foreign body,Find,Pt,XXX,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Histerosalfingografi (HSG),Permintaan & Hasil,25022-5,RF Uterus and Fallopian tubes Views W contrast IU,Views^W contrast IU,Find,Pt,Pelvis>Uterus+Fallopian tubes,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Intra-operatif cholangiografi,Permintaan & Hasil,24574-6,RF Biliary ducts and Gallbladder Views during surgery W contrast biliary duct,Views^during surgery W contrast biliary duct,Find,Pt,Abdomen>Biliary ducts+Gallbladder,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Kateterisasi endoskopi sistem duktus biliaris,Permintaan & Hasil,44214-5,RF Guidance for endoscopy of Biliary ducts-- W contrast retrograde,Guidance for endoscopy^W contrast retrograde,Find,Pt,Abdomen>Biliary ducts,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Kateterisasi endoskopi sistem duktus pankreatikus,Permintaan & Hasil,44213-7,RF Guidance for endoscopy of Pancreatic duct-- W contrast retrograde,Guidance for endoscopy^W contrast retrograde,Find,Pt,Abdomen>Pancreatic duct,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Kateterisasi transcervical tuba fallopii,Permintaan & Hasil,86403-3,RF Guidance for placement of catheter in Fallopian tube,Guidance for placement of catheter,Find,Pt,Pelvis>Fallopian tube,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Kolangiografi dan pankreatografi intraoperatif,Permintaan & Hasil,24574-6,RF Biliary ducts and Gallbladder Views during surgery W contrast biliary duct,Views^during surgery W contrast biliary duct,Find,Pt,Abdomen>Biliary ducts+Gallbladder,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Kolangiografi dan/atau pankreatografi melalui kateter yang telah ada,Permintaan & Hasil,86376-1,RF Biliary ducts Views W contrast via existing catheter,Views^W contrast via existing catheter,Find,Pt,Abdomen>Biliary ducts,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Kolangiografi perkutaneus transhepatik,Permintaan & Hasil,24575-3,RF Biliary ducts and Gallbladder Views W contrast percutaneous transhepatic,Views^W contrast percutaneous transhepatic,Find,Pt,Abdomen>Biliary ducts+Gallbladder,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF kolon dengan barium enema,Permintaan & Hasil,44227-7,RF Colon Views W barium contrast PR,Views^W barium contrast PR,Find,Pt,Abdomen+Pelvis>Colon,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Kombinasi kateterisasi endoskopi sistem duktus bilier dan pankreatikus,",Permintaan & Hasil,30815-5,RF Guidance for endoscopy of Biliary ducts and Pancreatic duct-- W contrast retrograde,Guidance for endoscopy^W contrast retrograde,Find,Pt,Abdomen>Biliary ducts+pancreatic duct,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Laringografi kontras,Permintaan & Hasil,48465-9,RF Larynx Views,Views,Find,Pt,Head+Neck>Larynx,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Lopografi,Permintaan & Hasil,37567-5,RF Colon Views W contrast via colostomy,Views^W contrast via colostomy,Find,Pt,Abdomen+Pelvis>Colon,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Lopografi distal,Permintaan & Hasil,86379-5,RF Small bowel Views for loop diversion,Views for loop diversion,Find,Pt,Abdomen>Small bowel,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Lopografi proksimal,Permintaan & Hasil,86379-5,RF Small bowel Views for loop diversion,Views for loop diversion,Find,Pt,Abdomen>Small bowel,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Maagduodenography,Permintaan & Hasil,42459-8,RF Gastrointestinal tract upper Views W contrast PO,Views^W contrast PO,Find,Pt,Abdomen>Gastrointestinal tract.upper,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF MCU (Micturating Cysto Urethrography),Permintaan & Hasil,43559-4,RF Urinary bladder and Urethra Views W contrast intra bladder during voiding,Views^W contrast intra bladder+during voiding,Find,Pt,Pelvis>Urinary bladder+Urethra,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Mielografi cervical,Permintaan & Hasil,24947-4,RF Cervical spine Views W contrast IT,Views^W contrast IT,Find,Pt,Neck>Spine.cervical,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Mielografi cervical, thoracal, lumbal",Permintaan & Hasil,30808-0,RF Cervical and thoracic and lumbar spine Views W contrast IT,Views^W contrast IT,Find,Pt,Neck>Spine.cervical & Chest>Spine.thoracic & Abdomen>Spine.lumbar,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF mielografi fossa posterior dengan kontras IT,Permintaan & Hasil,30811-4,RF Posterior fossa Views W contrast IT,Views^W contrast IT,Find,Pt,Head>Posterior fossa,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Mielografi lumbal degan kontras,Permintaan & Hasil,24974-8,RF Lumbar spine Views W contrast IT,Views^W contrast IT,Find,Pt,Abdomen>Spine.lumbar,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Mielografi lumbosakral,Permintaan & Hasil,24974-8,RF Lumbar spine Views W contrast IT,Views^W contrast IT,Find,Pt,Abdomen>Spine.lumbar,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Mielografi servikal & lumbal,Permintaan & Hasil,38103-8,RF Spine Cervical and Spine Lumbar Views W contrast IT,Views^W contrast IT,Find,Pt,Neck>Spine.cervical & Abdomen>Spine.lumbar,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Mielografi torakal,Permintaan & Hasil,24985-4,RF Thoracic spine Views W contrast IT,Views^W contrast IT,Find,Pt,Chest>Spine.thoracic,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF OMD kontras,Permintaan & Hasil,42459-8,RF Gastrointestinal tract upper Views W contrast PO,Views^W contrast PO,Find,Pt,Abdomen>Gastrointestinal tract.upper,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Pemasangan tabung gastrointestinal panjang (seperti Miller-Abbott), termasuk fluoroskopi dan film multipel,",Permintaan & Hasil,86413-2,RF Guidance for placement of long feeding tube in Gastrointestinal tract,Guidance for placement of long feeding tube,Find,Pt,Abdomen+Pelvis>Gastrointestinal tract,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Rectografi,Permintaan & Hasil,86409-0,RF Rectum Views for rectal dysfunction W barium contrast PR,Views for rectal dysfunction^W barium contrast PR,Find,Pt,Pelvis>Rectum,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF RPG (Retrograde Pyelography) dengan kontras retrograde,Permintaan & Hasil,86388-6,RF Kidney and Ureter and Urinary bladder Views W contrast retrograde,Views^W contrast retrograde,Find,Pt,Abdomen>Kidney & Abdomen+Pelvis>Ureter & Pelvis>Urinary bladder,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Sialografi,Permintaan & Hasil,24902-9,RF Salivary gland Views W contrast intra salivary duct,Views^W contrast intra salivary duct,Find,Pt,Head>Salivary gland,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Sialografi bilateral,Permintaan & Hasil,26067-9,RF Salivary gland - bilateral Views W contrast intra salivary duct,Views^W contrast intra salivary duct,Find,Pt,Head>Salivary gland.bilateral,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF sinus fistula atau abses dengan kontras intra sinus,Permintaan & Hasil,24912-8,RF Sinus tract Views W contrast intra sinus tract,Views^W contrast intra sinus tract,Find,Pt,XXX>Sinus tract,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Sisternografi kontras IT,Permintaan & Hasil,86398-5,RF Cerebral cisterns Views W contrast IT,Views^W contrast IT,Find,Pt,Head+Neck>Cerebral cisterns,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Sistografi kontras suprapubik,Permintaan & Hasil,37569-1,RF Urinary bladder Views W contrast via suprapubic tube,Views^W contrast via suprapubic tube,Find,Pt,Pelvis>Urinary bladder,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Sonde uterus,Permintaan & Hasil,25022-5,RF Uterus and Fallopian tubes Views W contrast IU,Views^W contrast IU,Find,Pt,Pelvis>Uterus+Fallopian tubes,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF studi kista renal,Permintaan & Hasil,65799-9,RF Kidney - bilateral Single view for cyst,View for cyst,Find,Pt,Abdomen>Kidney.bilateral,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF traktus sinus,Permintaan & Hasil,24912-8,RF Sinus tract Views W contrast intra sinus tract,Views^W contrast intra sinus tract,Find,Pt,XXX>Sinus tract,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Urethrografi,Permintaan & Hasil,25016-7,RF Urethra Views W contrast intra urethra,Views^W contrast intra urethra,Find,Pt,Pelvis>Urethra,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Uretrosistografi retrograd,Permintaan & Hasil,25020-9,RF Urinary bladder and Urethra Views W contrast retrograde via urethra,Views^W contrast retrograde via urethra,Find,Pt,Pelvis>Urinary bladder+Urethra,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF usus halus melalui tabung enteroklisis,Permintaan & Hasil,24923-5,RF Small bowel Views W positive contrast via enteroclysis tube,Views^W positive contrast via enteroclysis tube,Find,Pt,Abdomen>Small bowel,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Vaginogram,Permintaan & Hasil,75853-2,RF Vagina Views W contrast VG,Views^W contrast VG,Find,Pt,Pelvis>Vagina,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF Vasografi,Permintaan & Hasil,39151-6,RF Vas deferens Views W contrast intra vas deferens,Views^W contrast intra vas deferens,Find,Pt,Pelvis>Vas deferens,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF ventrikulografi jantung,Permintaan & Hasil,X099261,RF ventrikulografi jantung,,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Vertebroplasty lumbal perkutan dengan pedoman fluoroskopi,",Permintaan & Hasil,70924-6,RF Guidance for percutaneous vertebroplasty of Lumbar spine,Guidance for percutaneous vertebroplasty,Find,Pt,Abdomen>Spine.lumbar,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Vertebroplasty servikal perkutan dengan pedoman fluoroskopi,",Permintaan & Hasil,70923-8,RF Guidance for percutaneous vertebroplasty of Cervical spine,Guidance for percutaneous vertebroplasty,Find,Pt,Neck>Spine.cervical,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"RF Vertebroplasty thorakal perkutan dengan pedoman fluoroskopi,",Permintaan & Hasil,70925-3,RF Guidance for percutaneous vertebroplasty of Thoracic spine,Guidance for percutaneous vertebroplasty,Find,Pt,Chest>Spine.thoracic,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RF vesikulogram,Permintaan & Hasil,86440-5,RF Seminal vesicle Views W contrast intra seminal vesicle,Views^W contrast intra seminal vesicle,Find,Pt,Pelvis>Seminal vesicle,Doc,RF,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA aorta abdominal dengan iliofemoral ekstremitas bawah bilateral dengan kontras IA,Permintaan & Hasil,30838-7,RFA Aorta and Femoral artery - bilateral Runoff W contrast IA,Views runoff^W contrast IA,Find,Pt,Chest>Aorta.thoracic & Abdomen>Aorta.abdominal & Lower extremity.bilateral>Femoral artery,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA aorta abdominal dengan kontras IA,Permintaan & Hasil,30837-9,RFA Abdominal Aorta Views W contrast IA,Views^W contrast IA,Find,Pt,Abdomen>Aorta.abdominal,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA aorta thorakal dengan kontras IA,Permintaan & Hasil,86394-4,RFA Thoracic Aorta Views W contrast IA,Views^W contrast IA,Find,Pt,Chest>Aorta.thoracic,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri ginjal bilateral dengan kontras IA,Permintaan & Hasil,30834-6,RFA Renal artery - bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Abdomen>Renal artery.bilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri ginjal unilateral dengan kontras IA,Permintaan & Hasil,86414-0,RFA Renal arteries - unilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Abdomen>Renal arteries.unilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri karotis bilateral dan arteri serebral bilateral dengan kontras IA,Permintaan & Hasil,39097-1,RFA Carotid artery - bilateral and Cerebral artery - bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery.bilateral & Head>Cerebral artery.bilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri karotis cervical bilateral dengan kontras IA,Permintaan & Hasil,39098-9,RFA Carotid artery.cervical.bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Neck>Carotid artery.cervical.bilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri karotis cervical kanan dengan kontras IA,Permintaan & Hasil,37945-3,RFA Carotid artery.cervical - right Views W contrast IA,Views^W contrast IA,Find,Pt,Neck>Carotid artery.cervical.right,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri karotis cervical kiri dengan kontras IA,Permintaan & Hasil,38863-7,RFA Carotid artery.cervical - left Views W contrast IA,Views^W contrast IA,Find,Pt,Neck>Carotid artery.cervical.left,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri karotis dan arteri serebral kanan dengan kontras IA,Permintaan & Hasil,37944-6,RFA Carotid artery and Cerebral artery - right Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery & Head>Cerebral artery.right,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri karotis dan arteri serebral kiri dengan kontras IA,Permintaan & Hasil,38862-9,RFA Carotid artery and Cerebral artery - left Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery & Head>Cerebral artery.left,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri karotis eksterna bilateral dengan kontras IA,Permintaan & Hasil,30820-5,RFA Carotid artery.external - bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery.external.bilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri karotis eksterna kanan dengan kontras IA,Permintaan & Hasil,37948-7,RFA Carotid artery.external - right Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery.external.right,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri karotis eksterna kiri dengan kontras IA,Permintaan & Hasil,37390-2,RFA Carotid artery.external - left Views W contrast IA,Views^W contrast IA,Find,Pt,Head+Neck>Carotid artery.external.left,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri mammaria dengan kontras IA,Permintaan & Hasil,30829-6,RFA Internal thoracic artery Views W contrast IA,Views^W contrast IA,Find,Pt,Chest>Internal thoracic artery,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri pulmonal bilateral dengan kontras IA,Permintaan & Hasil,30830-4,RFA Pulmonary artery - bilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Chest>Pulmonary arteries.bilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri pulmonal unilateral dengan kontras,Permintaan & Hasil,86418-1,RFA Pulmonary arteries - unilateral Views W contrast IA,Views^W contrast IA,Find,Pt,Chest>Pulmonary arteries.unilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri servikoserebral dengan kontras IA,Permintaan & Hasil,30824-7,RFA Intercranial vessel and Neck Vessel Views W contrast,Views^W contrast,Find,Pt,Head>Intracranial vessel & Neck>Neck vessel,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA arteri vertebra cervical dan/atau intrakranial dengan kontras,Permintaan & Hasil,30824-7,RFA Intercranial vessel and Neck Vessel Views W contrast,Views^W contrast,Find,Pt,Head>Intracranial vessel & Neck>Neck vessel,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA Guidance penempatan filter fena pada vena cava inferior,Permintaan & Hasil,25026-6,RFA Guidance for placement of venous filter in Inferior vena cava-- W contrast IV,Guidance for placement of venous filter^W contrast IV,Find,Pt,Abdomen>Vena cava.inferior,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah adrenal bilateral,Permintaan & Hasil,86461-1,RFA Adrenal vessel Views,Views,Find,Pt,Abdomen>Adrenal vessel,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah adrenal unilateral,Permintaan & Hasil,86461-1,RFA Adrenal vessel Views,Views,Find,Pt,Abdomen>Adrenal vessel,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah ekstremitas bilateral dengan kontras IV,Permintaan & Hasil,42157-8,RFA Extremity vessels Views W contrast IV,Views^W contrast IV,Find,Pt,Extremity>Extremity vessels,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah ekstremitas unilateral dengan kontras IV,Permintaan & Hasil,94095-7,RFA Extremity vessels Unilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Extremity.unilateral>Extremity vessels,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah ginjal,Permintaan & Hasil,37640-0,RFA Renal vessels Views W contrast,Views^W contrast,Find,Pt,Abdomen>Renal vessels,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah ginjal bilateral dengan kontras,Permintaan & Hasil,37640-0,RFA Renal vessels Views W contrast,Views^W contrast,Find,Pt,Abdomen>Renal vessels,Doc,RF.angio,,,,http://loinc.org,Both kidneys,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah limfatik ekstremitas bilateral dengan kontras intra lymphatic,Permintaan & Hasil,30851-0,RFA Extremity lymphatic vessels - bilateral Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Extremity.bilateral>Extremity lymphatic vessels,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah limfatik ekstremitas kanan dengan kontras intra lymphatic,Permintaan & Hasil,38812-4,RFA Extremity lymphatic vessels - right Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Extremity.right>Extremity lymphatic vessels,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah limfatik ekstremitas kiri dengan kontras intra lymphatic,Permintaan & Hasil,37599-8,RFA Extremity lymphatic vessels - left Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Extremity.left>Extremity lymphatic vessels,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah limfatik pelvis dan abdomen bilateral dengan kontras intra lymphatic,Permintaan & Hasil,37598-0,RFA Abdominal and pelvic lymphatic vessels - bilateral Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Abdomen>Abdominal lymphatic vessels.bilateral & Pelvis>Pelvic lymphatic vessels.bilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
