No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
116,XR coxae bilateral 1 proyeksi,Permintaan & Hasil,69058-6,XR Hip - bilateral 2 Views,Views 2,Find,Pt,Lower extremity.bilateral>Hip,Doc,XR,,http://loinc.org,,,,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
117,XR coxae bilateral 1 proyeksi,Permintaan & Hasil,36308-5,XR Hip - bilateral 3 Views,Views 3,Find,Pt,Lower extremity.bilateral>Hip,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
118,XR coxae bilateral 1 proyeksi,Permintaan & Hasil,79358-8,XR Hip - bilateral GE 4 Views,Views GE 4,Find,Pt,Lower extremity.bilateral>Hip,Doc,XR,,http://loinc.org,,,,2.54,2.61,1.0,1.1,15/11/2023,17/01/2024
119,XR coxae dan pelvis AP minimal dua proyeksi bilateral,Permintaan & Hasil,83031-5,XR Pelvis AP and Hip - bilateral GE 2 Views,View AP && Views GE 2,Find,Pt,Pelvis && Lower extremity.bilateral>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
120,XR coxae intraoperatif,Permintaan & Hasil,47372-8,XR Hip Views during surgery,Views^during surgery,Find,Pt,Lower extremity>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
121,XR coxae kanan,Permintaan & Hasil,26132-1,XR Hip - right Views,Views,Find,Pt,Lower extremity.right>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
122,XR coxae kiri,Permintaan & Hasil,26131-3,XR Hip - left Views,Views,Find,Pt,Lower extremity.left>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
123,XR coxae minimal dua proyeksi unilateral,Permintaan & Hasil,79361-2,XR Hip GE 2 Views,Views GE 2,Find,Pt,Lower extremity>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
124,XR coxae satu proyeksi unilateral,Permintaan & Hasil,24761-9,XR Hip Single view,View,Find,Pt,Lower extremity>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
125,XR cranium 1 proyeksi,Permintaan & Hasil,24917-7,XR Skull Single view,View,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,1.0o,2.64,1.1,1.1,15/11/2023,17/01/2024
126,XR cranium 2 proyeksi (AP & Lateral ),Permintaan & Hasil,37867-9,XR Skull 2 Views,Views 2,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
127,"XR cranium AP, lateral dan towne",Permintaan & Hasil,24918-5,XR Skull 3 Views,Views 3,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
128,XR cruris,Permintaan & Hasil,25011-8,XR Tibia and Fibula Views,Views,Find,Pt,Lower extremity>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
129,XR cruris 3 proyeksi,Permintaan & Hasil,103350-5,XR Tibia and Fibula - left 3 Views,Views 3,Find,Pt,Lower extremity.left>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,2.75,2.75,1.0,1.1,15/11/2023,17/01/2024
130,XR cruris 3 proyeksi,Permintaan & Hasil,103354-7,XR Tibia and Fibula - right 3 Views,Views 3,Find,Pt,Lower extremity.right>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,2.75,2.75,1.0,1.1,15/11/2023,17/01/2024
131,XR cruris AP dan lateral kanan,Permintaan & Hasil,37816-6,XR Tibia and Fibula - right AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.right>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
132,XR cruris AP dan lateral kiri,Permintaan & Hasil,36718-5,XR Tibia and Fibula - left AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.left>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
133,XR cruris bilateral 3 proyeksi,Permintaan & Hasil,RD0993104,XR cruris bilateral 3 proyeksi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
134,XR cruris dua proyeksi,Permintaan & Hasil,37895-0,XR Tibia and Fibula 2 Views,Views 2,Find,Pt,Lower extremity>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
135,XR cruris dua proyeksi bilateral,Permintaan & Hasil,36671-6,XR Tibia and Fibula - bilateral 2 Views,Views 2,Find,Pt,Lower extremity.bilateral>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
136,XR cruris dua proyeksi kanan,Permintaan & Hasil,37815-8,XR Tibia and Fibula - right 2 Views,Views 2,Find,Pt,Lower extremity.right>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
137,XR cruris dua proyeksi kiri,Permintaan & Hasil,36672-4,XR Tibia and Fibula - left 2 Views,Views 2,Find,Pt,Lower extremity.left>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
138,XR cubiti Bilateral 3 proyeksi,Permintaan & Hasil,36300-2,XR Elbow - bilateral 3 Views,Views 3,Find,Pt,Upper extremity.bilateral>Elbow,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
139,XR cubiti Bilateral 4 proyeksi,Permintaan & Hasil,36322-6,XR Elbow - bilateral 4 Views,Views 4,Find,Pt,Upper extremity.bilateral>Elbow,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
140,XR cubiti dua proyeksi bilateral,Permintaan & Hasil,36649-2,XR Elbow - bilateral 2 Views,Views 2,Find,Pt,Upper extremity.bilateral>Elbow,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
141,XR cubiti dua proyeksi kanan atau kiri,Permintaan & Hasil,26109-9,XR Elbow - bilateral Views,Views,Find,Pt,Upper extremity.bilateral>Elbow,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
142,XR cubiti minimal tiga proyeksi,Permintaan & Hasil,79353-9,XR Elbow GE 3 Views,Views GE 3,Find,Pt,Upper extremity>Elbow,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
143,XR dan RF thorax minimal empat proyeksi,Permintaan & Hasil,47367-8,XR and RF Chest GE 4 Views and Views,Views GE 4 && Views,Find,Pt,Chest,Doc,XR && RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
144,XR dan RF thorax proyeksi AP dan lateral,Permintaan & Hasil,39066-6,XR and RF Chest AP and Lateral and Views,Views AP + lateral && Views,Find,Pt,Chest,Doc,XR && RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
145,XR dan RF thorax proyeksi PA dan lateral,Permintaan & Hasil,36751-6,XR and RF Chest PA and Lateral and Views,Views PA + lateral && Views,Find,Pt,Chest,Doc,XR && RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
146,XR dan RF traktus gastrointestinal atas dan BNO dengan kontras PO,Permintaan & Hasil,86423-1,XR Abdomen and RF Gastrointestinal tract upper W contrast PO,View && Views^W contrast PO,Find,Pt,Abdomen>Gastrointestinal tract.upper,Doc,XR && RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
147,XR dan RF traktus gastrointestinal atas dan BNO dengan kontras PO dan kontras barium PO,Permintaan & Hasil,86421-5,XR Abdomen and RF Gastrointestinal tract upper W air contrast PO and W barium contrast PO,View && Views^W air contrast PO+W barium contrast PO,Find,Pt,Abdomen>Gastrointestinal tract.upper,Doc,XR && RF,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
148,XR dental,Permintaan & Hasil,62443-7,Single view Teeth Document XR,View,Find,Pt,Teeth,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
149,XR dental intra oral (1 gigi),Permintaan & Hasil,RD0993105,XR dental intra oral (1 gigi),,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
150,XR duodenografi,Permintaan & Hasil,98282-7,XR Stomach and Duodenum Views,Views,Find,Pt,Abdomen>Stomach+Duodenum,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
151,XR ekstremitas atas minimal dua proyeksi,Permintaan & Hasil,83049-7,XR Upper extremity GE 2 Views,Views GE 2,Find,Pt,Upper extremity,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
152,XR ekstremitas bawah minimal dua proyeksi,Permintaan & Hasil,83036-4,XR Lower extremity GE 2 Views,Views GE 2,Find,Pt,Lower extremity,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
153,XR elbow AP dan lateral kanan,Permintaan & Hasil,37684-8,XR Elbow - right AP and Lateral,Views AP + lateral,Find,Pt,Upper extremity.right>Elbow,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
154,XR elbow AP dan lateral kiri,Permintaan & Hasil,36691-4,XR Elbow - left AP and Lateral,Views AP + lateral,Find,Pt,Upper extremity.left>Elbow,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
155,XR facial bones,Permintaan & Hasil,24695-9,XR Facial bones Views,Views,Find,Pt,Head>Facial bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
156,"XR facial bones caldwell, towne dan lateral",Permintaan & Hasil,36297-0,XR Facial bones 3 Views,Views 3,Find,Pt,Head>Facial bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
157,"XR facial bones lateral, caldwell, dan waters",Permintaan & Hasil,37164-1,XR Facial bones Lateral and Caldwell and Waters,Views lateral + Caldwell + Waters,Find,Pt,Head>Facial bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
158,XR femur 3 proyeksi,Permintaan & Hasil,36302-8,XR Femur 3 Views,Views 3,Find,Pt,Lower extremity>Femur,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
159,XR femur AP dan lateral kanan,Permintaan & Hasil,37692-1,XR Femur - right AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.right>Femur,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
160,XR femur AP dan lateral kiri,Permintaan & Hasil,36695-5,XR Femur - left AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.left>Femur,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
161,XR femur bilateral 3 proyeksi,Permintaan & Hasil,103327-3,XR Femur - bilateral GE 2 Views,Views GE 2,Find,Pt,Lower extremity.bilateral>Femur,Doc,XR,,http://loinc.org,,,,2.75,2.75,1.0,1.1,15/11/2023,17/01/2024
162,XR femur bilateral 4 proyeksi,Permintaan & Hasil,103327-3,XR Femur - bilateral GE 2 Views,Views GE 2,Find,Pt,Lower extremity.bilateral>Femur,Doc,XR,,http://loinc.org,,,,2.75,2.75,1.0,1.1,15/11/2023,17/01/2024
163,XR femur dua proyeksi,Permintaan & Hasil,36652-6,XR Femur 2 Views,Views 2,Find,Pt,Lower extremity>Femur,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
164,XR femur dua proyeksi bilateral,Permintaan & Hasil,36653-4,XR Femur - bilateral 2 Views,Views 2,Find,Pt,Lower extremity.bilateral>Femur,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
165,XR femur dua proyeksi kanan,Permintaan & Hasil,37690-5,XR Femur - right 2 Views,Views 2,Find,Pt,Lower extremity.right>Femur,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
166,XR femur dua proyeksi kiri,Permintaan & Hasil,36654-2,XR Femur - left 2 Views,Views 2,Find,Pt,Lower extremity.left>Femur,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
167,XR femur kanan,Permintaan & Hasil,26122-2,XR Femur - right Views,Views,Find,Pt,Lower extremity.right>Femur,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
168,XR femur kanan 4 proyeksi,Permintaan & Hasil,37691-3,XR Femur - right 4 Views,Views 4,Find,Pt,Lower extremity.right>Femur,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
169,XR femur kiri,Permintaan & Hasil,26120-6,XR Femur - left Views,Views,Find,Pt,Lower extremity.left>Femur,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
170,XR femur kiri 4 proyeksi,Permintaan & Hasil,36324-2,XR Femur - left 4 Views,Views 4,Find,Pt,Lower extremity.left>Femur,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
171,XR foramen opticum (proyeksi rheese) 4 proyeksi ,Permintaan & Hasil,37609-5,XR Optic foramen 4 Views,Views 4,Find,Pt,Head>Optic foramen,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
172,XR foramen opticum (proyeksi rheese) bilateral ,Permintaan & Hasil,26142-0,XR Optic foramen - bilateral Views,Views,Find,Pt,Head>Optic foramen.bilateral,Doc,XR,,http://loinc.org,,,,2.0,2.64,1.0,1.1,15/11/2023,17/01/2024
173,XR foramen optik,Permintaan & Hasil,24846-8,XR Optic foramen Views,Views,Find,Pt,Head>Optic foramen,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
174,XR foramen optik kanan (Rheese),Permintaan & Hasil,26144-6,XR Optic foramen - right Views,Views,Find,Pt,Head>Optic foramen.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
175,XR foramen optik kiri (Rheese),Permintaan & Hasil,26143-8,XR Optic foramen - left Views,Views,Find,Pt,Head>Optic foramen.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
176,XR frog position,Permintaan & Hasil,37626-9,XR Pelvis Lateral frog,View lateral frog,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
177,XR full ekstremitas inferior,Permintaan & Hasil,24686-8,XR Lower extremity Views,Views,Find,Pt,Lower extremity,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
178,XR genu AP dan lateral,Permintaan & Hasil,36709-4,XR Knee AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
179,XR genu AP dan lateral berdiri kanan,Permintaan & Hasil,26366-5,XR Knee - right AP and Lateral W standing,Views AP + lateral^W standing,Find,Pt,Lower extremity.right>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
180,XR genu AP dan lateral berdiri kiri,Permintaan & Hasil,26365-7,XR Knee - left AP and Lateral W standing,Views AP + lateral^W standing,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
181,XR genu AP dan lateral bilateral,Permintaan & Hasil,36590-8,XR Knee - bilateral AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
182,XR genu AP dan lateral kanan,Permintaan & Hasil,37745-7,XR Knee - right AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.right>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
183,XR genu AP dan lateral kiri,Permintaan & Hasil,36710-2,XR Knee - left AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
184,"XR genu AP, lateral, skyline dan proyeksi tunnel",Permintaan & Hasil,37111-2,XR Knee AP and Lateral and Sunrise and tunnel,Views AP + lateral + Sunrise + tunnel,Find,Pt,Lower extremity>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
185,"XR genu AP, lateral, skyline dan proyeksi tunnel bilateral",Permintaan & Hasil,37116-1,XR Knee - bilateral AP and Lateral and Sunrise and tunnel,Views AP + lateral + Sunrise + tunnel,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
186,XR genu bilateral 4 proyeksi,Permintaan & Hasil,36325-9,XR Knee - bilateral 4 Views,Views 4,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
187,XR genu bilateral 5 proyeksi,Permintaan & Hasil,103431-3,XR Knee - bilateral 5 Views,Views 5,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,2.75,2.75,1.0,1.1,15/11/2023,17/01/2024
188,XR genu bilateral 6 proyeksi,Permintaan & Hasil,36678-1,XR Knee - bilateral 6 Views,Views 6,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
189,"XR genu bilateral, AP, dan erect",Permintaan & Hasil,26358-2,XR Knee - bilateral AP W standing,View AP^W standing,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
190,XR genu dua proyeksi,Permintaan & Hasil,24806-2,XR Knee 2 Views,Views 2,Find,Pt,Lower extremity>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
191,XR genu dua proyeksi bilateral,Permintaan & Hasil,26394-7,XR Knee - bilateral 2 Views,Views 2,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
192,XR genu dua proyeksi kanan,Permintaan & Hasil,26396-2,XR Knee - right 2 Views,Views 2,Find,Pt,Lower extremity.right>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
193,XR genu dua proyeksi kiri,Permintaan & Hasil,26395-4,XR Knee - left 2 Views,Views 2,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
194,XR genu empat proyeksi atau lebih,Permintaan & Hasil,79364-6,XR Knee GE 4 Views,Views GE 4,Find,Pt,Lower extremity>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
195,XR genu minimum tiga proyeksi kiri,Permintaan & Hasil,43498-5,XR Knee - left GE 3 Views,Views GE 3,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
196,XR genu proyeksi kiri,Permintaan & Hasil,36636-9,XR Knee - left Views,Views,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
197,XR genu rosenberg kanan,Permintaan & Hasil,37752-3,XR Knee - right Rosenberg W standing,View Rosenberg^W standing,Find,Pt,Lower extremity.right>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
198,XR genu rosenberg kiri,Permintaan & Hasil,37019-7,XR Knee - left Rosenberg W standing,View Rosenberg^W standing,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
199,XR genu satu atau dua proyeksi,Permintaan & Hasil,44198-0,XR Knee 1 or 2 Views,Views 1 or 2,Find,Pt,Lower extremity>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
200,XR genu tiga proyeksi,Permintaan & Hasil,30788-4,XR Knee 3 Views,Views 3,Find,Pt,Lower extremity>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
201,XR genu tiga proyeksi bilateral,Permintaan & Hasil,36310-1,XR Knee - bilateral 3 Views,Views 3,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
202,XR genu tiga proyeksi kanan,Permintaan & Hasil,37742-4,XR Knee - right 3 Views,Views 3,Find,Pt,Lower extremity.right>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
203,XR genu tiga proyeksi kiri,Permintaan & Hasil,36311-9,XR Knee - left 3 Views,Views 3,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
204,XR genu valgus stres bilateral,Permintaan & Hasil,98316-3,XR Knee - bilateral Single view W valgus stress,View^W valgus stress,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
205,XR genu valgus stres kanan,Permintaan & Hasil,98302-3,XR Knee - right AP W valgus stress,View AP^W valgus stress,Find,Pt,Lower extremity.right>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
206,XR genu valgus stres kiri,Permintaan & Hasil,98309-8,XR Knee - left AP W valgus stress,View AP^W valgus stress,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
207,XR genu varus stres bilateral,Permintaan & Hasil,98317-1,XR Knee - bilateral AP W varus stress,View AP^W varus stress,Find,Pt,Lower extremity.bilateral>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
208,XR genu varus stres kanan,Permintaan & Hasil,98301-5,XR Knee - right AP W varus stress,View AP^W varus stress,Find,Pt,Lower extremity.right>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
209,XR genu varus stres kiri,Permintaan & Hasil,98310-6,XR Knee - left AP W varus stress,View AP^W varus stress,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
210,XR gigi lengkap seluruh mulut,Permintaan & Hasil,95610-2,XR Teeth Complete Views,Views complete,Find,Pt,Head>Teeth,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
211,XR gigi pemeriksaan sebagian,Permintaan & Hasil,62444-5,Views Teeth.partial Document XR,Views,Find,Pt,Teeth.partial,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
212,XR gigi satu proyeksi,Permintaan & Hasil,62443-7,Single view Teeth Document XR,View,Find,Pt,Teeth,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
213,XR hip joint AP dan lateral kanan,Permintaan & Hasil,37725-9,XR Hip - right AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.right>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
214,XR hip joint AP dan lateral kiri,Permintaan & Hasil,36704-5,XR Hip - left AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.left>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
215,XR hip joint AP dan oblique kanan,Permintaan & Hasil,37721-8,XR Hip - right 2 Views,Views 2,Find,Pt,Lower extremity.right>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
216,XR hip joint AP dan oblique kiri,Permintaan & Hasil,36664-1,XR Hip - left 2 Views,Views 2,Find,Pt,Lower extremity.left>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
217,XR humerus 3 proyeksi,Permintaan & Hasil,79362-0,XR Humerus GE 2 Views,Views GE 2,Find,Pt,Upper extremity>Humerus,Doc,XR,,http://loinc.org,,,,2.54,2.61,1.0,1.1,15/11/2023,17/01/2024
218,XR humerus 4 proyeksi,Permintaan & Hasil,79362-0,XR Humerus GE 2 Views,Views GE 2,Find,Pt,Upper extremity>Humerus,Doc,XR,,http://loinc.org,,,,2.54,2.61,1.0,1.1,15/11/2023,17/01/2024
219,XR humerus bilateral 2 proyeksi,Permintaan & Hasil,26391-3,XR Humerus - bilateral 2 Views,Views 2,Find,Pt,Upper extremity.bilateral>Humerus,Doc,XR,,http://loinc.org,,,,2.0,2.61,1.0,1.1,15/11/2023,17/01/2024
220,XR humerus bilateral 3 proyeksi,Permintaan & Hasil,103336-4,XR Humerus - bilateral GE 2 Views,Views GE 2,Find,Pt,Upper extremity.bilateral>Humerus,Doc,XR,,http://loinc.org,,,,2.75,2.75,1.0,1.1,15/11/2023,17/01/2024
221,XR humerus bilateral 4 proyeksi,Permintaan & Hasil,103336-4,XR Humerus - bilateral GE 2 Views,Views GE 2,Find,Pt,Upper extremity.bilateral>Humerus,Doc,XR,,http://loinc.org,,,,2.75,2.75,1.0,1.1,15/11/2023,17/01/2024
222,XR humerus dua proyeksi kanan atau kiri,Permintaan & Hasil,37062-7,XR Humerus - bilateral Views,Views,Find,Pt,Upper extremity.bilateral>Humerus,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
223,XR iga bilateral minimal empat proyeksi termasuk thorax PA,Permintaan & Hasil,39099-7,XR Ribs - bilateral 4 Views and Chest PA,Views 4 && view PA,Find,Pt,Chest>Ribs.bilateral && Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
224,XR iga bilateral tiga proyeksi,Permintaan & Hasil,36313-5,XR Ribs - bilateral 3 Views,Views 3,Find,Pt,Chest>Ribs.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
225,XR iga unilateral dua proyeksi,Permintaan & Hasil,83040-6,XR Ribs - unilateral 2 Views,Views 2,Find,Pt,Chest>Ribs.unilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
226,XR iga unilateral minimal tiga proyeksi termasuk thorax PA,Permintaan & Hasil,94685-5,XR Ribs - unilateral GE 3 Views and Chest PA,Views GE 3 && view PA,Find,Pt,Chest>Ribs.unilateral && Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
227,XR iliac judet,Permintaan & Hasil,36981-9,XR Hip Judet,View Judet,Find,Pt,Lower extremity>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
228,XR jari kaki dua proyeksi,Permintaan & Hasil,79373-7,XR Toe GE 2 Views,Views GE 2,Find,Pt,Lower extremity>Toe,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
