No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
112,CT cysternography dengan anestesi,Permintaan & Hasil,RD0993230,CT cysternography dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
113,CT cystography,Permintaan & Hasil,79094-9,CT Urinary bladder W contrast intra bladder,Multisection^W contrast intra bladder,Find,Pt,Pelvis>Urinary bladder,Doc,CT,,http://loinc.org,,,,2.54,2.61,1.0,1.2,06/05/2024,06/05/2024
114,CT cystography dengan anestesi,Permintaan & Hasil,RD0993276,CT cystography dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
115,CT cystography dengan kontras + anestesi,Permintaan & Hasil,RD0993354,CT cystography dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
116,CT cystography dengan kontras,Permintaan & Hasil,69095-8,CT Urinary bladder W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen+Pelvis>Urinary bladder,Doc,CT,,http://loinc.org,,,,2.38,2.61,1.0,1.2,06/05/2024,06/05/2024
117,CT dental cone beam (CBCT)  dengan anestesi,Permintaan & Hasil,RD0993228,CT dental cone beam (CBCT)  dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
118,CT ekstremitas atas dengan kontras IV,Permintaan & Hasil,30626-6,CT Upper extremity W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
119,CT ekstremitas atas nonkontras,Permintaan & Hasil,30627-4,CT Upper extremity WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
120,CT ekstremitas atas nonkontras diikuti dengan kontras IV,Permintaan & Hasil,36334-1,CT Upper extremity WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Upper extremity,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
121,CT ekstremitas bawah dengan kontras IV,Permintaan & Hasil,30624-1,CT Lower extremity W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
122,CT ekstremitas bawah nonkontras,Permintaan & Hasil,30625-8,CT Lower extremity WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
123,CT ekstremitas bawah nonkontras diikuti dengan kontras IV,Permintaan & Hasil,36288-9,CT Lower extremity WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Lower extremity,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
124,CT enterography dengan kontras + anestesi,Permintaan & Hasil,RD0993351,CT enterography dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
125,CT enterography dengan kontras,Permintaan & Hasil,72250-4,CT Small bowel W contrast PO and W contrast IV,Multisection^W contrast PO+W contrast IV,Find,Pt,Abdomen>Small bowel,Doc,CT,,http://loinc.org,,,,2.42,2.61,1.0,1.2,06/05/2024,06/05/2024
126,CT esophagography dengan kontras + anestesi,Permintaan & Hasil,RD0993339,CT esophagography dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
127,CT esophagography dengan kontras,Permintaan & Hasil,RD0993338,CT esophagography dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
128,CT esophagography nonkontras,Permintaan & Hasil,RD0993268,CT esophagography nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
129,CT esophagography nonkontras dengan anestesi,Permintaan & Hasil,RD0993269,CT esophagography nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
130,CT femur bilateral dengan anestesi,Permintaan & Hasil,RD0993488,CT femur bilateral dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
131,CT femur bilateral dengan kontras IV ,Permintaan & Hasil,87880-1,CT Thigh - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.bilateral>Thigh,Doc,CT,,http://loinc.org,,,,2.63,2.63,1.0,1.2,06/05/2024,06/05/2024
132,CT femur bilateral nonkontras,Permintaan & Hasil,87881-9,CT Thigh - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.bilateral>Thigh,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
133,CT femur bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993452,CT femur bilateral nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
134,CT femur dengan kontras + anestesi,Permintaan & Hasil,RD0993312,CT femur dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
135,CT femur dengan kontras IV,Permintaan & Hasil,36172-5,CT Thigh W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity>Thigh,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
136,CT femur kanan dengan kontras + anestesi,Permintaan & Hasil,RD0993489,CT femur kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
137,CT femur kanan dengan kontras,Permintaan & Hasil,36176-6,CT Thigh - right W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.right>Thigh,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
138,CT femur kanan nonkontras,Permintaan & Hasil,36464-6,CT Thigh - right WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.right>Thigh,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
139,CT femur kanan nonkontras dengan anestesi,Permintaan & Hasil,RD0993453,CT femur kanan nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
140,CT femur kiri dengan kontras + anestesi,Permintaan & Hasil,RD0993490,CT femur kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
141,CT femur kiri dengan kontras,Permintaan & Hasil,36174-1,CT Thigh - left W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.left>Thigh,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
142,CT femur kiri nonkontras,Permintaan & Hasil,36462-0,CT Thigh - left WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.left>Thigh,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
143,CT femur kiri nonkontras dengan anestesi,Permintaan & Hasil,RD0993454,CT femur kiri nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
144,CT femur nonkontras,Permintaan & Hasil,36460-4,CT Thigh WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Thigh,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
145,CT femur nonkontras dengan anestesi,Permintaan & Hasil,RD0993248,CT femur nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
146,CT fistulografi,Permintaan & Hasil,37221-9,CT Unspecified body region for fistula,Multisection for fistula,Find,Pt,XXX,Doc,CT,,http://loinc.org,,,,2.14,2.64,1.0,1.2,06/05/2024,06/05/2024
147,CT fistulografi dengan anestesi,Permintaan & Hasil,RD0993280,CT fistulografi dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
148,CT fistulografi dengan kontras + anestesi,Permintaan & Hasil,RD0993357,CT fistulografi dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
149,CT fistulografi dengan kontras,Permintaan & Hasil,RD0994262,CT fistulografi dengan kontras,Multisection for fistula,Find,Pt,XXX,Doc,CT,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,2.14,2.64,1.0,1.2,06/05/2024,06/05/2024
150,CT fossa posterior dengan kontras IV,Permintaan & Hasil,36242-6,CT Posterior fossa W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Posterior fossa,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
151,CT fossa posterior nonkontras,Permintaan & Hasil,36517-1,CT Posterior fossa WO contrast,Multisection^WO contrast,Find,Pt,Head>Posterior fossa,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
152,CT fossa posterior nonkontras diikuti dengan kontras IV,Permintaan & Hasil,36387-9,CT Posterior fossa WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Posterior fossa,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
153,CT genu bilateral dengan kontras + anestesi,Permintaan & Hasil,RD0993491,CT genu bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
154,CT genu bilateral dengan kontras,Permintaan & Hasil,69088-3,CT Knee - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.bilateral>Knee,Doc,CT,,http://loinc.org,,,,2.38,2.61,1.0,1.2,06/05/2024,06/05/2024
155,CT genu bilateral nonkontras,Permintaan & Hasil,69089-1,CT Knee - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.bilateral>Knee,Doc,CT,,http://loinc.org,,,,2.38,2.61,1.0,1.2,06/05/2024,06/05/2024
156,CT genu bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993455,CT genu bilateral nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
157,CT genu + anestesidengan kontras,Permintaan & Hasil,RD0993313,CT genu + anestesidengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
158,CT genu dengan kontras IV,Permintaan & Hasil,36222-8,CT Knee W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity>Knee,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
159,CT genu kanan dengan kontras + anestesi,Permintaan & Hasil,RD0993492,CT genu kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
160,CT genu kanan dengan kontras ,Permintaan & Hasil,36227-7,CT Knee - right W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.right>Knee,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
161,CT genu kanan nonkontras,Permintaan & Hasil,36509-8,CT Knee - right WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.right>Knee,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
162,CT genu kanan nonkontras dengan anestesi,Permintaan & Hasil,RD0993456,CT genu kanan nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
163,CT genu kiri dengan kontras + anestesi,Permintaan & Hasil,RD0993493,CT genu kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
164,CT genu kiri dengan kontras,Permintaan & Hasil,36225-1,CT Knee - left W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.left>Knee,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
165,CT genu kiri nonkontras,Permintaan & Hasil,36507-2,CT Knee - left WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.left>Knee,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
166,CT genu kiri nonkontras dengan anestesi,Permintaan & Hasil,RD0993457,CT genu kiri nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
167,CT genu nonkontras,Permintaan & Hasil,36505-6,CT Knee WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Knee,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
168,CT genu nonkontras dengan anestesi,Permintaan & Hasil,RD0993249,CT genu nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
169,CT guidance biopsy jarum nonkontras,Permintaan & Hasil,46290-3,CT Guidance for biopsy of Unspecified body region-- WO contrast,Guidance for percutaneous biopsy^WO contrast,Find,Pt,XXX,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
170,CT guidance untuk ablasi dan pemantauan jaringan parenkimal,Permintaan & Hasil,58747-7,CT Guidance for ablation of tissue of Unspecified body region,Guidance for ablation of tissue,Find,Pt,XXX,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
171,CT guidance untuk drainase abses perkutan dan penempatan kateter drainase ,Permintaan & Hasil,43444-9,CT Guidance for percutaneous drainage of abscess and placement of drainage catheter of Unspecified body region,Guidance for percutaneous drainage of abscess+placement of drainage catheter,Find,Pt,XXX,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
172,CT guidance untuk penempatan jarum ,Permintaan & Hasil,89932-8,CT Guidance for deep placement of needle of Unspecified body region,Guidance for deep placement of needle,Find,Pt,XXX,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
173,CT guided,Permintaan & Hasil,RD0993281,CT guided,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
174,CT guided + biopsi (tindakan oleh DPJP Radiologi),Permintaan & Hasil,25044-9,CT Guidance for biopsy of Unspecified body region,Guidance for percutaneous biopsy,Find,Pt,XXX,Doc,CT,,http://loinc.org,,,,1.0o,2.64,1.0,1.2,06/05/2024,06/05/2024
175,CT guided + biopsi (tindakan oleh DPJP Radiologi) dengan anestesi,Permintaan & Hasil,RD0993284,CT guided + biopsi (tindakan oleh DPJP Radiologi) dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
176,CT guided + core biopsy (tindakan oleh DPJP Radiologi),Permintaan & Hasil,RD0993285,CT guided + core biopsy (tindakan oleh DPJP Radiologi),,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
177,CT guided + core biopsy (tindakan oleh DPJP Radiologi) dengan anestesi,Permintaan & Hasil,RD0993286,CT guided + core biopsy (tindakan oleh DPJP Radiologi) dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
178,CT guided dengan anestesi,Permintaan & Hasil,RD0993282,CT guided dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
179,CT guided dengan kontras + anestesi,Permintaan & Hasil,RD0993388,CT guided dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,,,,
180,CT guided dengan kontras,Permintaan & Hasil,RD0993403,CT guided dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
181,CT high resolution mastoid dengan kontras + anestesi,Permintaan & Hasil,RD0993297,CT high resolution mastoid dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
182,CT high resolution mastoid dengan kontras,Permintaan & Hasil,103882-7,CT Mastoid WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Mastoid,Doc,CT,,http://loinc.org,,,,2.77,2.77,1.0,1.2,06/05/2024,06/05/2024
183,CT high resolution mastoid nonkontras dengan anestesi,Permintaan & Hasil,RD0993432,CT high resolution mastoid nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
184,CT humerus bilateral ,Permintaan & Hasil,87885-0,CT Upper arm - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.bilateral>Upper arm,Doc,CT,,http://loinc.org,,,,2.63,2.63,1.0,1.2,06/05/2024,06/05/2024
185,CT humerus bilateral dengan kontras + anestesi,Permintaan & Hasil,RD0993472,CT humerus bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
186,CT humerus bilateral dengan kontras,Permintaan & Hasil,RD0993471,CT humerus bilateral dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
187,CT humerus bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993436,CT humerus bilateral nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
188,CT humerus dengan kontras + anestesi,Permintaan & Hasil,RD0993306,CT humerus dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
189,CT humerus dengan kontras,Permintaan & Hasil,36207-9,CT Upper arm W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Upper arm,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
190,CT humerus kanan dengan kontras + anestesi,Permintaan & Hasil,RD0993473,CT humerus kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
191,CT humerus kanan dengan kontras,Permintaan & Hasil,36211-1,CT Upper arm - right W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.right>Upper arm,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
192,CT humerus kanan nonkontras,Permintaan & Hasil,36494-3,CT Upper arm - right WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.right>Upper arm,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
193,CT humerus kanan nonkontras dengan anestesi,Permintaan & Hasil,RD0993437,CT humerus kanan nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
194,CT humerus kiri dengan kontras + anestesi,Permintaan & Hasil,RD0993474,CT humerus kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
195,CT humerus kiri dengan kontras,Permintaan & Hasil,36209-5,CT Upper arm - left W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.left>Upper arm,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
196,CT humerus kiri nonkontras,Permintaan & Hasil,36492-7,CT Upper arm - left WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.left>Upper arm,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
197,CT humerus kiri nonkontras dengan anestesi,Permintaan & Hasil,RD0993438,CT humerus kiri nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
198,CT humerus nonkontras,Permintaan & Hasil,36491-9,CT Upper arm WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Upper arm,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
199,CT humerus nonkontras dengan anestesi,Permintaan & Hasil,RD0993242,CT humerus nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
200,CT jantung,Permintaan & Hasil,58744-4,CT Heart,Multisection,Find,Pt,Chest>Heart,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
201,CT jantung dengan kontras IV,Permintaan & Hasil,79089-9,CT Heart W contrast IV,Multisection^W contrast IV,Find,Pt,Chest>Heart,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
202,CT jantung dengan kontras IV untuk penyakit jantung bawaan,Permintaan & Hasil,79088-1,CT Heart for congenital disease W contrast IV,Multisection for congenital disease^W contrast IV,Find,Pt,Chest>Heart,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
203,CT jantung nonkontras,Permintaan & Hasil,99612-4,CT Heart WO contrast,Multisection^WO contrast,Find,Pt,Chest>Heart,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
204,CT jantung nonkontras dengan pemeriksaan kalsium koroner secara kuantitatif,Permintaan & Hasil,79087-3,CT Heart and Coronary arteries for calcium scoring WO contrast,Multisection for calcium score^WO contrast,Find,Pt,Chest>Heart+Coronary arteries,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
205,CT jaringan lunak leher dengan kontras IV,Permintaan & Hasil,36235-0,CT Neck W contrast IV,Multisection^W contrast IV,Find,Pt,Neck,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
206,CT jaringan lunak leher nonkontras,Permintaan & Hasil,36514-8,CT Neck WO contrast,Multisection^WO contrast,Find,Pt,Neck,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
207,CT jaringan lunak leher nonkontras diikuti dengan kontras IV,Permintaan & Hasil,30586-2,CT Neck WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Neck,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
208,CT kepala dengan kontras IV,Permintaan & Hasil,24727-0,CT Head W contrast IV,Multisection^W contrast IV,Find,Pt,Head,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
209,CT kepala nonkontras,Permintaan & Hasil,30799-1,CT Head WO contrast,Multisection^WO contrast,Find,Pt,Head,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
210,CT kepala nonkontras diikuti dengan kontras IV,Permintaan & Hasil,24726-2,CT Head WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
211,CT kolonografi nonkontras dan diikuti dengan kontras IV dan kontras PR,Permintaan & Hasil,82688-3,CT Colon and Rectum WO and W contrast IV and W air contrast PR,Multisection^WO & W contrast IV+W air contrast PR,Find,Pt,Abdomen+Pelvis>Colon+Rectum,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
212,CT kolonografi nonkontras IV diikuti dengan kontras PR,Permintaan & Hasil,79071-7,CT Colon and Rectum WO contrast IV and W air contrast PR,Multisection^WO contrast IV+W air contrast PR,Find,Pt,Abdomen+Pelvis>Colon+Rectum,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
213,CT kolonografi skrining non kontras IV dan diikuti dengan kontras PR,Permintaan & Hasil,79069-1,CT Colon and Rectum for screening WO contrast IV and W air contrast PR,Multisection for screening^WO contrast IV+W air contrast PR,Find,Pt,Abdomen+Pelvis>Colon+Rectum,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
214,CT kontras pergelangan tangan bilateral  nonkontras dengan anestesi,Permintaan & Hasil,RD0993445,CT kontras pergelangan tangan bilateral  nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
215,CT kontras vertebra thoracal dengan kontras + anestesi,Permintaan & Hasil,RD0993301,CT kontras vertebra thoracal dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
216,CT kontras wajah / craniofacial dengan kontras,Permintaan & Hasil,24697-5,CT Facial bones W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Facial bones,Doc,CT,,http://loinc.org,,,,1.0o,2.61,1.0,1.2,06/05/2024,06/05/2024
217,CT leher (faring-laring) dengan kontras + anestesi,Permintaan & Hasil,RD0993295,CT leher (faring-laring) dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
218,CT leher (faring-laring) dengan kontras,Permintaan & Hasil,36235-0,CT Neck W contrast IV,Multisection^W contrast IV,Find,Pt,Neck,Doc,CT,,http://loinc.org,,,,2.14,2.73,1.0,1.2,06/05/2024,06/05/2024
219,CT leher (faring-laring) nonkontras,Permintaan & Hasil,36514-8,CT Neck WO contrast,Multisection^WO contrast,Find,Pt,Neck,Doc,CT,,http://loinc.org,,,,2.14,2.73,1.0,1.2,06/05/2024,06/05/2024
220,CT leher (faring-laring) nonkontras dengan anestesi,Permintaan & Hasil,RD0993222,CT leher (faring-laring) nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
221,CT manus bilateral dengan kontras + anestesi,Permintaan & Hasil,RD0993485,CT manus bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
222,CT manus bilateral dengan kontras,Permintaan & Hasil,86968-5,CT Hand - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.bilateral>Hand,Doc,CT,,http://loinc.org,,,,2.63,2.63,1.0,1.2,06/05/2024,06/05/2024
223,CT manus bilateral nonkontras,Permintaan & Hasil,36004-0,CT Hand - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Hand,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
