No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
112,US doppler vena ekstremitas kanan,Permintaan & Hasil,39440-3,US.doppler Extremity vein - right,Multisection,Find,Pt,Extremity.right>Extremity vein,Doc,US.doppler,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
113,US doppler vena ekstremitas kiri,Permintaan & Hasil,39429-6,US.doppler Extremity vein - left,Multisection,Find,Pt,Extremity.left>Extremity vein,Doc,US.doppler,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
114,US DVT (Deep Vein Thrombosis) kanan,Permintaan & Hasil,39443-7,US.doppler Lower extremity vein - right,Multisection,Find,Pt,Lower extremity.right>Lower extremity vein,Doc,US.doppler,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
115,US DVT (Deep Vein Thrombosis) kiri,Permintaan & Hasil,39432-0,US.doppler Lower extremity vein - left,Multisection,Find,Pt,Lower extremity.left>Lower extremity vein,Doc,US.doppler,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
116,US echocardiografi dengan pemakaian zat kontras,Permintaan & Hasil,42148-7,US Heart,Multisection,Find,Pt,Chest>Heart,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
117,US echocardiografi transesofagus,Permintaan & Hasil,85475-2,US Heart Transesophageal,Multisection transesophageal,Find,Pt,Chest>Heart,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
118,US echocardiografi transthorakal,Permintaan & Hasil,59281-6,US Heart Transthoracic,Multisection transthoracic,Find,Pt,Chest>Heart,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
119,US ekoensefalografi B-scan,Permintaan & Hasil,24731-2,US Head,Multisection,Find,Pt,Head,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
120,US ekstremitas lengkap,Permintaan & Hasil,24693-4,US Extremity,Multisection,Find,Pt,Extremity,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
121,US ekstremitas terbatas,Permintaan & Hasil,39526-9,US Extremity limited,Multisection limited,Find,Pt,Extremity,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
122,US empedu,Permintaan & Hasil,24711-4,US Gallbladder,Multisection,Find,Pt,Abdomen>Gallbladder,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
123,US FAST abdomen,Permintaan & Hasil,30704-1,US Abdomen limited,Multisection limited,Find,Pt,Abdomen,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
124,US fetal nuchal translucency,Hasil,33069-6,Fetal nuchal translucency measured by US,Width.translucency,Len,Pt,Neck.soft tissue^Fetus,Qn,US.measured,mm,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
125,US genitalia interna,Permintaan & Hasil,RD0993120,US Genitalia Interna,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
126,US genu,Permintaan & Hasil,24881-5,US Popliteal space,Multisection,Find,Pt,Lower extremity>Popliteal space,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
127,US genu bilateral dengan kontras,Permintaan & Hasil,X099263,US genu bilateral dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
128,US genu dengan kontras,Permintaan & Hasil,X099264,US genu dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
129,US ginjal,Permintaan & Hasil,38036-0,US Kidney,Multisection,Find,Pt,Abdomen>Kidney,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
130,US ginjal dan saluran kemih,Permintaan & Hasil,69402-6,US Kidney - bilateral and Urinary bladder,Multisection,Find,Pt,Abdomen>Kidney.bilateral & Pelvis>Urinary bladder,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
131,US guidance ablasi leiomyomata uteri ,Permintaan & Hasil,58743-6,US Guidance for ablation of tissue of Unspecified body region,Guidance for ablation of tissue,Find,Pt,XXX,Doc,US,,http://loinc.org,35039007,Uterine structure,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
132,US guidance biopsi atau pengeluaran cairan,Permintaan & Hasil,25059-7,US Guidance for biopsy of Unspecified body region,Guidance for percutaneous biopsy,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
133,US guidance injeksi elbow ,Permintaan & Hasil,80853-5,US Guidance for injection of Elbow,Guidance for injection,Find,Pt,Upper extremity>Elbow,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
134,US guidance injeksi elbow bilateral,Permintaan & Hasil,97396-6,US Guidance for injection of Elbow - bilateral,Guidance for injection,Find,Pt,Upper extremity.bilateral>Elbow,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
135,US guidance intraoperasi,Permintaan & Hasil,80882-4,US Guidance of Unspecified body region-- during surgery,Guidance^during surgery,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
136,US guidance skeloterapi dinding thoraks,Permintaan & Hasil,X099287,US guidance skeloterapi dinding thoraks,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,13/02/2023,15/11/2023
137,US guidance skleroterapi  colli / servikal ,Permintaan & Hasil,X099288,US guidance skleroterapi  colli / servikal ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,13/02/2023,15/11/2023
138,US guidance skleroterapi dinding abdomen ,Permintaan & Hasil,X099289,US guidance skleroterapi dinding abdomen ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,13/02/2023,15/11/2023
139,US guidance skleroterapi vena ekstremitas bilateral ,Permintaan & Hasil,72536-6,US Guidance for vascular sclerotherapy of Extremity veins - bilateral,Guidance for vascular sclerotherapy,Find,Pt,Extremity.bilateral>Extremity veins,Doc,US,,http://loinc.org,,,,2.42,2.64,1.0,1.1,13/02/2023,15/11/2023
140,US guidance skleroterapi vena ekstremitas kanan,Permintaan & Hasil,72642-2,US Guidance for vascular sclerotherapy of Extremity veins - right,Guidance for vascular sclerotherapy,Find,Pt,Extremity.right>Extremity veins,Doc,US,,http://loinc.org,,,,2.42,2.64,1.0,1.1,13/02/2023,15/11/2023
141,US guidance skleroterapi vena ekstremitas kiri ,Permintaan & Hasil,72643-0,US Guidance for vascular sclerotherapy of Extremity veins - left,Guidance for vascular sclerotherapy,Find,Pt,Extremity.left>Extremity veins,Doc,US,,http://loinc.org,,,,2.42,2.64,1.0,1.1,13/02/2023,15/11/2023
142,US guidance untuk akses vaskular ,Permintaan & Hasil,39139-1,US Guidance for vascular access of Unspecified body region,Guidance for vascular access,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
143,US guidance untuk amniosentesis,Permintaan & Hasil,24537-3,US Guidance for aspiration of amniotic fluid of Uterus,Guidance for aspiration of amniotic fluid,Find,Pt,Pelvis>Uterus,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
144,US guidance untuk aspirasi cairan pada ruang pleura ,Permintaan & Hasil,24662-9,US Guidance for fluid aspiration of Pleural space,Guidance for percutaneous aspiration of fluid,Find,Pt,Chest>Pleural space,Doc,US,,http://loinc.org,,,,1.0o,2.64,1.0,1.1,13/02/2023,15/11/2023
145,US guidance untuk aspirasi sel telur,Permintaan & Hasil,39452-8,US Guidance for fluid aspiration of Ovary,Guidance for percutaneous aspiration of fluid,Find,Pt,Pelvis>Ovary,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
146,US guidance untuk biopsi endomiokardium,Permintaan & Hasil,42463-0,US Guidance for biopsy of Endomyocardium,Guidance for percutaneous biopsy,Find,Pt,Chest>Endomyocardium,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
147,US guidance untuk biopsi hati,Permintaan & Hasil,24816-1,US Guidance for biopsy of Liver,Guidance for percutaneous biopsy,Find,Pt,Abdomen>Liver,Doc,US,,http://loinc.org,,,,1.0o,2.64,1.0,1.1,13/02/2023,15/11/2023
148,US guidance untuk monitoring ablasi jaringan viseral,Permintaan & Hasil,58743-6,US Guidance for ablation of tissue of Unspecified body region,Guidance for ablation of tissue,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
149,"US guidance untuk pemasangan jarum (biopsi, aspirasi, injeksi, lokalisasi alat)",Permintaan & Hasil,64993-9,US Guidance for placement of needle in Unspecified body region,Guidance for placement of needle,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
150,US guidance untuk pemasangan lapang radiasi terapi,Permintaan & Hasil,43487-8,US Guidance for placement of radiation therapy fields in Unspecified body region,Guidance for placement of radiation therapy fields,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
151,US guidance untuk pemasangan radioelemen interstisial,Permintaan & Hasil,82124-9,US Guidance for radiation treatment of Unspecified body region,Guidance for radiation treatment,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
152,US guidance untuk penempatan tube pada dada ,Permintaan & Hasil,42140-4,US Guidance for placement of tube in Chest,Guidance for placement of tube,Find,Pt,Chest,Doc,US,,http://loinc.org,,,,2.16,2.64,1.0,1.1,13/02/2023,15/11/2023
153,US guidance untuk perbaikan kompresi pseudoaneurisma arteri atau fistula arteriovena ,Permintaan & Hasil,39040-1,US AV fistula,Multisection,Find,Pt,XXX>AV fistula,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
154,US guidance untuk perikardiosentesis,Permintaan & Hasil,30703-3,US Guidance for fluid aspiration of Pericardial space,Guidance for percutaneous aspiration of fluid,Find,Pt,Chest>Pericardial space,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
155,US guidance untuk sampling vilus korion,Permintaan & Hasil,69400-0,US Guidance for chorionic villus sampling,Guidance for tissue sampling of chorionic villus,Find,Pt,Pelvis>Placenta,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
156,US guidance untuk transfusi janin intrauterin atau kordosentesis,Permintaan & Hasil,69391-1,US Guidance for cordocentesis,Guidance for percutaneous aspiration of fluid,Find,Pt,Umbilical cord^Fetus,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
157,US guided + core biopsy,Permintaan & Hasil,46285-3,US Guidance for core needle biopsy of Thyroid gland,Guidance for biopsy.core needle,Find,Pt,Neck>Thyroid gland,Doc,US,,http://loinc.org,,,,2.19,2.64,1.0,1.1,15/11/2023,17/01/2024
158,US guided + core biopsy,Permintaan & Hasil,38024-6,US Guidance for core needle biopsy of Unspecified body region,Guidance for biopsy.core needle,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,2.14,2.64,1.0,1.1,15/11/2023,17/01/2024
159,US guided + core biopsy,Permintaan & Hasil,69279-8,US Guidance for core needle biopsy of Lymph node,Guidance for biopsy.core needle,Find,Pt,XXX>Lymph node,Doc,US,,http://loinc.org,,,,2.38,2.64,1.0,1.1,15/11/2023,17/01/2024
160,US guided + core biopsy,Permintaan & Hasil,30651-4,US Guidance for percutaneous biopsy.core needle of Breast,Guidance for percutaneous biopsy.core needle,Find,Pt,Breast,Doc,US,,http://loinc.org,,,,2.04,2.64,1.0,1.1,15/11/2023,17/01/2024
161,US guided + core biopsy,Permintaan & Hasil,38023-8,US Guidance for percutaneous biopsy.core needle of Breast - left,Guidance for percutaneous biopsy.core needle,Find,Pt,Breast.left,Doc,US,,http://loinc.org,,,,2.14,2.64,1.0,1.1,15/11/2023,17/01/2024
162,US guided + core biopsy,Permintaan & Hasil,38025-3,US Guidance for percutaneous biopsy.core needle of Breast - right,Guidance for percutaneous biopsy.core needle,Find,Pt,Breast.right,Doc,US,,http://loinc.org,,,,2.14,2.64,1.0,1.1,15/11/2023,17/01/2024
163,US guided + sclerotheraphy,Permintaan & Hasil,72537-4,US Guidance for vascular sclerotherapy of Extremity vein - bilateral,Guidance for vascular sclerotherapy,Find,Pt,Extremity.bilateral>Extremity vein,Doc,US,,http://loinc.org,,,,2.42,2.64,1.0,1.1,15/11/2023,17/01/2024
164,US guided + sclerotheraphy,Permintaan & Hasil,72645-5,US Guidance for vascular sclerotherapy of Extremity vein - left,Guidance for vascular sclerotherapy,Find,Pt,Extremity.left>Extremity vein,Doc,US,,http://loinc.org,,,,2.42,2.64,1.0,1.1,15/11/2023,17/01/2024
165,US guided + sclerotheraphy,Permintaan & Hasil,72644-8,US Guidance for vascular sclerotherapy of Extremity vein - right,Guidance for vascular sclerotherapy,Find,Pt,Extremity.right>Extremity vein,Doc,US,,http://loinc.org,,,,2.42,2.64,1.0,1.1,15/11/2023,17/01/2024
166,US guided apirasi limpa,Permintaan & Hasil,69287-1,US Guidance for fluid aspiration of Lymph node,Guidance for percutaneous aspiration of fluid,Find,Pt,XXX>Lymph node,Doc,US,,http://loinc.org,,,,2.38,2.64,1.0,1.1,15/11/2023,17/01/2024
167,US guided aspirasi,Permintaan & Hasil,30878-3,US Guidance for fluid aspiration of Unspecified body region,Guidance for percutaneous aspiration of fluid,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,2.04,2.64,1.0,1.1,15/11/2023,17/01/2024
168,US guided aspirasi abses hepar,Permintaan & Hasil,RD0993121,US Guided Aspirasi Abses Hepar,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
169,US guided aspirasi cairan mammae,Permintaan & Hasil,43756-6,US Guidance for fluid aspiration of Breast,Guidance for percutaneous aspiration of fluid,Find,Pt,Breast,Doc,US,,http://loinc.org,,,,2.17,2.64,1.0,1.1,15/11/2023,17/01/2024
170,US guided aspirasi hepatoma,Permintaan & Hasil,RD0993122,US Guided Aspirasi Hepatoma,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
171,US guided aspirasi kista ,Permintaan & Hasil,30698-5,US Guidance for aspiration of cyst of Unspecified body region,Guidance for percutaneous aspiration of cyst,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,2.04,2.64,1.0,1.1,15/11/2023,17/01/2024
172,US guided aspirasi kista hepar,Permintaan & Hasil,RD0993123,US Guided Aspirasi Kista Hepar,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
173,US guided aspirasi kista mammae,Permintaan & Hasil,30653-0,US Guidance for aspiration of cyst of Breast,Guidance for percutaneous aspiration of cyst,Find,Pt,Breast,Doc,US,,http://loinc.org,,,,2.04,2.64,1.0,1.1,15/11/2023,17/01/2024
174,US guided aspirasi kista pankreas ,Permintaan & Hasil,38133-5,US Guidance for aspiration of cyst of Pancreas,Guidance for percutaneous aspiration of cyst,Find,Pt,Abdomen>Pancreas,Doc,US,,http://loinc.org,,,,2.14,2.64,1.0,1.1,15/11/2023,17/01/2024
175,US guided aspirasi pankreas,Permintaan & Hasil,RD0993124,US Guided Aspirasi Pankreas,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
176,US guided biopsi organ dalam,Permintaan & Hasil,RD0993125,US Guided Biopsi Organ Dalam,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
177,US guided biopsi organ superfisial,Permintaan & Hasil,RD0993126,US Guided Biopsi Organ Superfisial,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
178,US guided biopsi tulang,Permintaan & Hasil,42135-4,US Guidance for superficial biopsy of Bone,Guidance for superficial biopsy,Find,Pt,XXX>Bone,Doc,US,,http://loinc.org,,,,2.16,2.64,1.0,1.1,15/11/2023,17/01/2024
179,US guided biopsi tulang,Permintaan & Hasil,43565-1,US Guidance for deep biopsy of Bone,Guidance for deep biopsy,Find,Pt,XXX>Bone,Doc,US,,http://loinc.org,,,,2.17,2.64,1.0,1.1,15/11/2023,17/01/2024
180,US guided drainase & penempatan kateter di pankreas,Permintaan & Hasil,44172-5,US Guidance for drainage and placement of drainage catheter of Pancreas,Guidance for drainage+placement of drainage catheter,Find,Pt,Abdomen>Pancreas,Doc,US,,http://loinc.org,,,,2.17,2.66,1.0,1.1,15/11/2023,17/01/2024
181,US guided FNA (Fine Needle Aspiration ) ,Permintaan & Hasil,38018-8,US Guidance for fine needle aspiration of Unspecified body region,Guidance for percutaneous aspiration.fine needle,Find,Pt,XXX,Doc,US,,http://loinc.org,,,,2.14,2.64,1.0,1.1,15/11/2023,17/01/2024
182,US guided FNA mammae ,Permintaan & Hasil,44160-0,US Guidance for fine needle aspiration of Breast,Guidance for percutaneous aspiration.fine needle,Find,Pt,Breast,Doc,US,,http://loinc.org,,,,2.17,2.64,1.0,1.1,15/11/2023,17/01/2024
183,US guided FNA pankreas ,Permintaan & Hasil,44157-6,US Guidance for fine needle aspiration of Pancreas,Guidance for percutaneous aspiration.fine needle,Find,Pt,Abdomen>Pancreas,Doc,US,,http://loinc.org,,,,2.17,2.64,1.0,1.1,15/11/2023,17/01/2024
184,US guided for biopsy mammae,Permintaan & Hasil,37914-9,US Guidance for biopsy of Breast,Guidance for percutaneous biopsy,Find,Pt,Breast,Doc,US,,http://loinc.org,,,,2.14,2.64,1.0,1.1,15/11/2023,17/01/2024
185,US guided for needle localization mammae ,Permintaan & Hasil,24600-9,US Guidance for needle localization of Breast,Guidance for needle localization,Find,Pt,Breast,Doc,US,,http://loinc.org,,,,1.0o,2.64,1.0,1.1,15/11/2023,17/01/2024
186,US guided localization mammae,Permintaan & Hasil,43759-0,US Guidance for localization of Breast - bilateral,Guidance for localization,Find,Pt,Breast.bilateral,Doc,US,,http://loinc.org,,,,2.17,2.64,1.0,1.1,15/11/2023,17/01/2024
187,US guided mammae,Permintaan & Hasil,RD0993127,US Guided Mammae,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
188,US guided non operatif,Permintaan & Hasil,RD0993128,US Guided non operatif,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
189,US guided pungsi abses intraperitoneal ,Permintaan & Hasil,44169-1,US Guidance for drainage of abscess and placement of drainage catheter of Peritoneal space,Guidance for drainage of abscess+placement of drainage catheter,Find,Pt,Abdomen>Peritoneal space,Doc,US,,http://loinc.org,,,,2.17,2.66,1.0,1.1,15/11/2023,17/01/2024
190,US guided pungsi ascites,Permintaan & Hasil,RD0993129,US Guided Pungsi Ascites,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
191,US guided pungsi ascites,Permintaan & Hasil,24559-7,US Guidance for drainage and placement of drainage catheter of Abdomen,Guidance for drainage+placement of drainage catheter,Find,Pt,Abdomen,Doc,US,,http://loinc.org,,,,1.0o,2.66,1.0,1.1,15/11/2023,17/01/2024
192,US hepar + elastografi,Permintaan & Hasil,77615-3,Liver stiffness by US.transient elastography,Liver stiffness,Pres,Pt,Abdomen>Liver,Qn,US.transient elastography,,http://loinc.org,kPa,,,2.52,2.73,1.0,1.1,15/11/2023,17/01/2024
193,US hip anak,Permintaan & Hasil,81164-6,US Pediatric limited Hip - bilateral,Multisection limited for pediatrics,Find,Pt,Lower extremity.bilateral>Hip,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
194,US inguinal,Permintaan & Hasil,24719-7,US Groin,Multisection,Find,Pt,Pelvis>Groin,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
195,US jaras saraf perifer,Permintaan & Hasil,RD0993130,US Jaras Saraf Perifer,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
196,US jaringan lunak kepala dan leher,Permintaan & Hasil,80858-4,US Head and neck soft tissue,Multisection,Find,Pt,Head+Neck>Soft tissue,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
197,US jaringan lunak/superficial,Permintaan & Hasil,RD0993131,US Jaringan Lunak/Superficial,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
198,US jaringan lunak/superficial + elastografi,Permintaan & Hasil,RD0993132,US Jaringan Lunak/Superficial + Elastografi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
199,US kanalis spinalis dan isi,Permintaan & Hasil,X099265,US kanalis spinalis dan isi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
200,US kasus cito,Permintaan & Hasil,RD0993133,US Kasus Cito ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
201,US kehamilan,Permintaan & Hasil,11525-3,US for pregnancy,Multisection for pregnancy,Find,Pt,Pelvis+^Fetus,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
202,US kehamilan kembar trimester 1,Permintaan & Hasil,80834-5,US for multiple gestation pregnancy in first trimester,Multisection for multiple gestation pregnancy+first trimester,Find,Pt,Pelvis+^Fetus,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
203,US kehamilan kembar trimester 1 (transabdominal dan transvaginal),Permintaan & Hasil,80835-2,US transabdominal and transvaginal for multiple gestation pregnancy in first trimester,Multisection transabdominal + transvaginal for multiple gestation pregnancy+first trimester,Find,Pt,Pelvis+^Fetus,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
204,US kehamilan kembar trimester 2 atau 3,Permintaan & Hasil,80836-0,US for multiple gestation pregnancy in second or third trimester,Multisection for multiple gestation pregnancy+second or third trimester,Find,Pt,Pelvis+^Fetus,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
205,US kehamilan tunggal trimester 1,Permintaan & Hasil,80869-1,US for pregnancy in first trimester,Multisection for pregnancy+first trimester,Find,Pt,Pelvis+^Fetus,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
206,US kehamilan tunggal trimester 1 (transabdominal dan transvaginal),Permintaan & Hasil,80867-5,US transabdominal and transvaginal for pregnancy in first trimester,Multisection transabdominal + transvaginal for pregnancy+first trimester,Find,Pt,Pelvis+^Fetus,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
207,US kehamilan tunggal trimester 2 atau 3,Permintaan & Hasil,80866-7,US for pregnancy in second or third trimester,Multisection for pregnancy+second or third trimester,Find,Pt,Pelvis+^Fetus,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
208,US kepala anak,Permintaan & Hasil,81158-8,US Pediatric Head,Multisection for pediatrics,Find,Pt,Head,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
209,US leher,Permintaan & Hasil,24842-7,US Neck,Multisection,Find,Pt,Neck,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
210,US leher + elastografi,Permintaan & Hasil,RD0993134,US Leher + Elastografi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
211,US leher lengkap,Permintaan & Hasil,24842-7,US Neck,Multisection,Find,Pt,Neck,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
212,US lengan,Permintaan & Hasil,30710-8,US Upper extremity,Multisection,Find,Pt,Upper extremity,Doc,US,,http://loinc.org,,,,2.04,2.73,1.0,1.1,15/11/2023,17/01/2024
213,US lengan bilateral,Permintaan & Hasil,RD0993135,US Lengan Bilateral,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
214,US liver,Permintaan & Hasil,28614-6,US Liver,Multisection,Find,Pt,Abdomen>Liver,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
215,US mammae,Permintaan & Hasil,24601-7,US Breast,Multisection,Find,Pt,Breast,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
216,US mammae + elastografi,Permintaan & Hasil,99827-8,US.elastography Breast,Multisection,Find,Pt,Breast,Doc,US.elastography,,http://loinc.org,,,,2.72,2.72,1.0,1.1,15/11/2023,17/01/2024
217,US mammae dengan kontras intraduktal,Permintaan & Hasil,30853-6,US Breast duct W contrast intra duct,Multisection^W contrast intra duct,Find,Pt,Breast>Breast duct,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
218,US mata,Permintaan & Hasil,98035-9,US Eye,Multisection,Find,Pt,Head>Eye,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
219,US mata A-scan,Permintaan & Hasil,99826-0,US.A-scan Eye,Multisection,Find,Pt,Head>Eye,Doc,US.A-scan,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
220,US mata lokalisasi benda asing,Permintaan & Hasil,37608-7,US Guidance for localization of foreign body of Eye,Guidance for localization of foreign body,Find,Pt,Head>Eye,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
221,US muskuloskeletal,Permintaan & Hasil,80855-0,US Extremity musculoskeletal tissue,Multisection,Find,Pt,Extremity>Musculoskeletal tissue,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
222,US muskuloskeletal + elastografi,Permintaan & Hasil,RD0993136,US Muskuloskeletal + Elastografi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
223,US muskuloskeletal bilateral,Permintaan & Hasil,80855-0,US Extremity musculoskeletal tissue,Multisection,Find,Pt,Extremity>Musculoskeletal tissue,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
224,US muskuloskeletal ipsilateral,Permintaan & Hasil,X099266,US muskuloskeletal ipsilateral,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
225,US muskuloskeletal superfisial,Permintaan & Hasil,X099267,US muskuloskeletal superfisial,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
226,US muskuloskeletal trochanter kanan,Permintaan & Hasil,38048-5,US Femur - right,Multisection,Find,Pt,Lower extremity.right>Femur,Doc,US,,http://loinc.org,787046006,Structure of trochanter of right femur,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
